parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,GRHL2,ZEB,miR200,SLUG,basinDiscret
1,1,1000,1000,1010,1,1,7.062668,-6.258149,3.41928,1.973826,1
2,1,0300,0300,0100,1,1,3.073827,3.756502,1.465714,-3.430874,1
3,1,1010,1010,1010,1,1,6.176082,-4.05565,6.908608,-4.36913,1
4,1,1012,1012,1010-1012,1,1,6.426319,-9.733423,5.41657,5.209769,1
5,1,0010,0010,0010,1,1,4.195655,-6.208821,5.539803,-1.876717,1
6,1,0303,0303,0300-0303-1010,1,1,1.543391,5.244236,0.017929,6.03716,1
7,1,1012,1012,1010-1012,1,1,6.426193,-9.1892219999999991,5.396509,5.222713,1
8,1,1012,1012,1010-1012,1,1,6.426319,-9.733423,5.41657,5.209769,1
9,1,1012,1012,1010-1012,1,1,6.426137,-9.000909,5.458089,5.149785,1
10,1,0110,0110,0010-0113,1,1,2.7031520000000002,0.732816,3.024739,3.736748,1
11,1,1203,1203,1000-1103,1,1,5.344978,2.6873,1.615314,5.915969,1
12,1,1003,1003,1003-1010,1,1,6.122742,-8.658977,4.001213,6.769463,1
13,1,0303,0303,0010-0203,1,1,-2.712319,6.617049,0.875612,6.312733,1
14,1,0010,0010,0010-0203,1,1,4.383812,-5.975691,6.746465,4.319782,1
15,1,0302,0302,0110-0200-0303-1010,1,1,3.436424,5.191751,-0.034433,5.562842,1
16,1,0303,0303,0301-0303,1,1,1.250587,6.942423,-2.458623,8.317517,1
17,1,0010,0010,0010-0203,1,1,3.20484,-8.394724,6.50056,3.875644,1
18,1,0010,0010,0010,1,1,4.187335,-2.050502,6.57471,0.923481,1
19,1,0303,0303,0403-1200,1,1,0.771043,8.255611,-3.126976,6.656309,1
20,1,1010,1010,1010,1,1,6.584277,-6.837384,8.850107,-2.832833,1
21,1,1013,1013,1003-1010,1,1,4.881886,-4.940807,7.158939,6.365703,1
22,1,1013,1013,0303-1010,1,1,5.927292,-1.121458,5.367154,6.757668,1
23,1,1010,1010,1010,1,1,7.377749,-5.031688,6.314241,2.266133,1
24,1,0303,0303,0010-0303,1,1,-0.161281,5.077895,-0.987736,6.797965,1
25,1,0303,0303,1001-1003,1,1,3.33369,5.250976,1.315322,7.315445,1
26,1,1011,1011,0303-1003-1010,1,1,4.595872,-1.455181,5.241425,5.094288,1
27,1,0303,0303,0300-0403-1010,1,1,4.219089,7.123627,0.388497,6.613398,1
28,1,0301,0301,0010-0303,1,1,0.60163,5.874274,0.838521,4.43671,1
29,1,0300,0300,1010-1011,1,1,2.844392,5.85525,2.036247,3.16238,1
30,1,1013,1013,0301-0303-1003-1011,1,1,6.12706,-2.478043,6.442473,7.362696,1
31,1,1010,1010,1010,1,1,6.925722,-6.415204,7.271649,1.098607,1
32,1,0301,0301,0200-0303-1010,1,1,3.540131,5.635327,2.388302,5.926041,1
33,1,1013,1013,0403-1010-1013,1,1,7.161804,-1.614155,3.254148,6.910829,1
34,1,1013,1013,1010-1103,1,1,7.212177,-3.566507,4.158879,6.609636,1
35,1,0303,0303,0300-0403-1010,1,1,0.581777,7.094439,-0.339607,7.545368,1
36,1,0312,0312,0010-0403,1,1,-0.175619,5.208245,2.871022,6.297694,1
37,1,1010,1010,0110-0202-1002-1010,1,1,6.242427,-4.489476,6.743854,3.644095,1
38,1,1013,1013,0203-1010,1,1,8.605069,-4.577502,5.706841,6.477212,1
39,1,0010,0010,0010,1,1,5.595435,-3.583242,7.752641,0.137145,1
40,1,1012,1012,1003-1010,1,1,5.891225,-4.77661,8.048081,5.69388,1
41,1,0303,0303,0403,1,1,-0.482177,8.638906,-0.925974,7.79989,1
42,1,1003,1003,0301-0303-1001-1003,1,1,6.959299,-6.446821,2.431667,6.275462,1
43,1,0303,0303,0113-0303-1010-1013,1,1,1.476084,5.793436,1.166401,8.631076,1
44,1,1001,1001,1001-1002,1,1,8.553626,-1.097353,0.012879,4.598887,1
45,1,1300,1300,1000-1103,1,1,6.58815,2.865773,1.21503,4.067209,1
46,1,1010,1010,1010,1,1,8.196323,-5.065224,6.895301,-1.326846,1
47,1,0303,0303,0303-1003-1010,1,1,2.595725,5.931052,0.887221,8.097347,1
48,1,0013,0013,0010-0303,1,1,2.889928,1.332464,3.882155,6.477985,1
49,1,1303,1303,1203,1,1,6.658458,3.903375,-3.650288,7.779985,1
50,1,1303,1303,1010-1303,1,1,4.777357,8.242691,-1.799188,8.266158,1
51,1,0300,0300,0010-0300,1,1,1.759668,6.372664,2.377689,-0.388319,1
52,1,0010,0010,0110-0213,1,1,4.088444,-3.422383,6.914394,3.3408350000000002,1
53,1,0311,0311,0010-0113,1,1,1.261513,2.917692,4.370551,4.109651,1
54,1,1013,1013,1103,1,1,5.945722,-3.008338,4.122827,7.430885,1
55,1,0302,0302,0202-1010,1,1,1.978484,7.314076,-0.922305,6.073942,1
56,1,0303,0303,0403-1010-1103,1,1,4.413027,5.914588,1.235597,6.513454,1
57,1,0303,0303,0200-0303-1010-1103,1,1,2.064361,6.864086,1.864942,6.197735,1
