ParIndex,GRHL2,ZEB,miR200,SLUG,Count
1,7.678,12.457,6.091,166.808,2
2,97.21,0.001,176.415,1.41,1
3,25.654,1.147,124.208,40.72,2
4,36.651,0.001,11.814,0.443,1
5,35.891,0.005,47.902,0.355,1
6,90.013,0.004,210.859,0.174,1
7,130.384,0.083,34.922,176.843,3
8,92.897,0.001,51.468,31.229,3
9,67.158,0.084,193.737,1.208,1
10,82.918,0,203.59,6.461,2
11,2.951,30.525,5.439,248.194,2
12,53.714,0.113,8.685,144.243,2
13,41.275,0.294,98.193,46.166,2
14,100.353,0.012,55.674,8.888,2
15,137.954,0.007,159.673,0.238,2
16,5.17,65.409,0.17,190.936,3
17,211.749,0.003,74.827,74.996,3
18,0.237,35.532,5.778,37.25,2
19,6.854,55.992,7.381,72.512,3
20,25.017,22.853,0.204,291.498,2
21,1.564,43.74,3.85,249.917,3
22,2.201,148.556,0.059,196.989,2
23,458.983,0.001,93.579,21.999,2
24,26.986,26.377,2.107,78.523,3
25,38.358,39.905,5.747,8.031,2
26,176.304,0.023,78.894,131.641,3
27,237.342,0.446,9.027,9.224,2
28,160.54,0.004,142.49,4.479,1
29,80.294,0.02,252.452,1.469,1
30,4.796,53.096,3.261,142.116,3
31,13.123,35.893,3.095,45.194,2
32,127.606,0.016,37.718,47.167,3
33,276.864,0.03,124.84,22.067,3
34,428.389,0,127.499,0.597,1
35,397.381,0.01,4.802,186.707,2
36,91.7,0.063,33.221,24.926,2
37,107.82,0.23,9.157,525.328,2
38,1.365,146.408,1.038,355.797,2
39,20.521,41.297,0.363,250.93,1
40,102.439,0.033,15.154,64.001,2
41,8.428,0.005,64.447,0.432,1
42,117.838,0.02,47.776,0.327,1
43,89.699,0.114,27.181,29.335,2
44,93.525,0.036,6.809,84.776,2
45,11.637,48.115,0.122,43.407,3
46,105.351,0.004,55.38,60.167,3
47,7.341,59.608,6.254,7.071,2
48,13.221,21.914,5.705,172.296,2
49,8.501,33.107,9.65,117.909,1
50,138.75,0.001,76.126,64.475,2
50,138.75,0.001,76.132,64.466,1
51,10.902,7.083,54.771,20.272,2
52,1.059,66.879,0.121,243.452,1
52,1.059,66.879,0.121,243.455,1
53,92.542,0.005,71.561,0.661,1
54,3.487,231.849,0.126,269.808,1
54,3.487,231.852,0.126,269.812,1
54,3.487,231.853,0.126,269.813,1
55,144.05,0.038,108.279,27.806,2
55,144.051,0.038,108.279,27.806,1
56,43.169,278.716,0.467,56.956,3
57,8.995,30.088,3.044,31.374,2
58,157.61,0.004,28.407,0.387,1
59,7.142,17.856,1.408,35.129,3
60,5.722,117.95,0.901,146.835,2
61,3.477,64.6,3.951,200.374,2
62,6.17,96.567,2.218,53.083,2
63,110.147,1.613,0.835,245.117,2
64,191.565,0.009,217.849,0.052,1
66,54.921,0.021,126.268,0.055,1
67,1.263,25.902,2.651,11.614,3
68,10.631,0.504,56.635,16.726,2
69,252.204,0.001,57.44,3.33,1
70,7.09,16.967,4.288,140.439,2
71,147.421,0.004,162.872,4.884,1
72,95.452,17.201,0.487,74.59,1
72,95.453,17.201,0.487,74.59,2
73,52.883,13.72,2.105,100.675,2
74,391.347,0.002,75.461,1.67,1
75,14.364,0.04,36.165,25.515,2
76,73.743,20.628,0.39,75.312,3
77,71.064,0.029,72.185,28.71,2
78,1.709,345.921,0.036,180.746,2
79,1.45,103.804,15.977,17.361,2
80,11.791,0.148,323.614,3.829,1
80,11.791,0.148,323.618,3.829,1
81,255.323,0.027,66.714,18.383,1
81,255.323,0.027,66.714,18.384,1
82,24.084,14.924,9.215,66.282,1
82,115.876,0.131,44.946,66.282,2
82,115.877,0.131,44.946,66.282,1
83,20.44,0.01,175.498,0.37,1
84,13.394,68.377,2.198,359.756,2
85,5.919,209.482,1.023,74.112,1
85,5.919,209.483,1.023,74.112,2
86,0.407,28.252,4.86,79.053,2
87,0.192,161.012,0.058,200.251,1
87,0.192,161.015,0.058,200.251,1
88,12.877,26.882,3.87,1.316,1
89,409.238,0.003,123.684,1.097,1
90,13.805,15.354,0.199,97.587,2
91,72.929,0.111,126.902,0.677,1
92,60.837,0,254.287,0.75,1
93,0.687,424.011,0.349,202.03,1
93,0.687,424.016,0.349,202.035,1
94,90.903,0.232,24.664,1.902,1
95,40.018,0.012,111.578,1.131,1
96,191.564,0.01,15.986,44.332,1
96,191.564,0.01,15.987,44.33,1
97,3.472,5.504,0.049,56.993,2
98,17.204,35.392,4.162,127.217,3
99,9.643,41.411,2.455,72.265,3
100,51.814,2.331,40.671,46.096,2
101,21.43,232.249,1.471,92.974,3
102,72.671,0.027,197.114,41.047,2
103,59.21,0.006,97.193,1.421,1
104,372.989,0.297,17.875,44.331,1
104,372.991,0.297,17.875,44.331,1
105,142.791,2.447,0.509,1.794,2
106,62.232,0.02,85.462,1.206,2
107,9.011,51.978,0.182,450.183,1
108,1.201,63.408,11.198,36.76,2
109,10.08,172.704,2.488,59.326,3
110,48.235,0.004,101.982,0.306,1
111,29.113,8.394,0.423,119.922,2
112,2.829,118.356,9.958,68.253,1
112,2.829,118.36,9.958,68.253,1
113,60.541,0.013,98.143,1.015,1
114,1.132,244.901,0.55,318.135,3
115,33.291,1.992,53.252,52.504,2
116,126.808,0.115,49.496,27.311,2
117,12.175,31.043,0.539,82.441,3
118,64.622,0.033,27.051,12.361,1
119,197.966,0.015,359.515,6.993,1
120,2.638,132.851,0.089,55.662,2
121,246.082,0.044,137.365,78.243,1
122,103.611,0.005,39.373,82.451,2
123,126.224,0.028,4.446,2.924,2
124,30.185,47.721,0.962,86.238,3
125,97.548,0.004,90.312,403.741,3
126,97.603,0.002,49.47,21.403,1
127,3.741,66.458,2.621,63.236,2
128,8.696,24.814,3.16,20.381,1
128,99.664,0.039,53.828,20.381,3
129,3.634,72.525,55.154,49.838,1
129,3.634,72.53,55.153,49.838,2
130,1.332,16.014,18.263,106.006,2
131,76.053,0.005,129.293,17.424,3
132,10.861,0.091,14.258,322.143,2
133,10.082,83.714,0.221,58.167,3
134,5.05,31.844,0.196,162.933,4
135,133.428,0.258,34.076,49.502,3
136,16.517,4.531,0.912,0.055,1
137,98.947,0.025,382.324,11.517,4
138,8.167,236.134,0.291,58.446,2
139,0.383,478.014,0.623,346.662,1
139,0.383,478.015,0.623,346.663,1
140,17.817,54.616,83.953,5.872,1
141,112.216,0.025,39.474,144.13,2
142,7.777,52.662,1.176,216.504,1
143,13.596,35.532,1.243,27.601,5
144,5.577,6.14,2.39,80.7,3
145,45.801,0,102.635,1.334,1
146,805.004,0.002,87.603,33.504,2
147,106.894,0.879,10.993,22.669,2
148,94.862,0.907,69.557,39.818,2
149,26.071,71.514,3.003,16.215,3
149,26.073,71.509,3.004,16.215,1
150,0.595,93.196,6.964,103.035,2
151,1.359,34.45,0.806,27.273,2
152,120.798,0.01,4.34,156.883,3
153,17.806,6.304,5.552,32.212,1
153,31.936,0.121,57.618,32.212,2
154,156.625,0.012,183.298,4.908,1
155,22.787,0.004,40.503,10.855,1
155,22.787,0.004,40.504,10.855,1
156,3.531,229.333,2.768,62.768,1
156,3.531,229.334,2.768,62.768,2
157,1.576,159.094,9.348,126.689,2
158,47.701,0.067,41.479,2.252,1
159,13.155,36.574,0.788,20.101,3
160,68.623,0.008,78.416,3.863,3
161,38.515,0.009,27.06,100.403,1
162,126.154,0.008,264.502,3.85,2
163,45.013,0.004,89.891,3.167,1
164,361.14,0.035,23.008,39.524,3
165,95.308,0.003,21.99,235.453,2
166,10.01,36.908,3.229,212.899,2
167,107.343,0.09,56.217,0.506,1
167,107.344,0.09,56.218,0.506,1
168,59.989,0.013,201.313,0.52,1
169,308.411,0.007,16.483,41.847,2
170,92.599,0.019,82.606,71.294,4
171,4.256,153.29,1.829,350.595,2
171,4.257,153.289,1.829,350.595,1
172,133.235,0.001,1.67,1.851,1
173,25.979,1.432,15.901,25.492,1
173,25.979,1.432,15.902,25.492,1
174,19.264,5.622,7.366,40.341,2
175,70.127,0.005,178.364,1.948,1
176,8.423,35.445,3.166,57.072,2
177,1.991,0.002,91.681,0.177,1
178,380.875,0.467,6.048,57.3,1
178,380.876,0.467,6.048,57.3,1
179,41.516,22.173,0.345,22.22,2
180,38.754,19.311,1.913,130.005,2
181,80.423,0.039,65.53,112.001,3
182,128.327,14.747,7.941,30.587,2
183,19.926,0.117,8.449,4.955,1
184,5.186,67.129,0.491,176.36,1
184,5.186,67.13,0.491,176.36,1
184,5.186,67.132,0.491,176.36,1
185,91.015,0.166,332.859,28.908,2
186,89.478,0.001,37.783,50.163,3
187,5.512,43.51,15.575,37.72,1
187,5.513,43.506,15.577,37.72,1
188,358.011,0.015,10.299,2.187,1
189,15.621,7.252,15.025,6.275,1
190,3.786,171.942,12.235,22.938,1
