Phase,Count,Frequency
0000-0300,2,2.0122748767481639e-4
0000-0300-0303,3,3.0184123151222455e-4
0001-0301,2,2.0122748767481639e-4
0001-0301-0303,4,4.0245497534963277e-4
0003-0010-0300-0303,1,1.0061374383740819e-4
0003-0010-0303,4,4.0245497534963277e-4
0003-0011-0303,1,1.0061374383740819e-4
0003-0303,2,2.0122748767481639e-4
0010,124,0.012476104235838616
0010-0011,6,6.036824630244491e-4
0010-0011-0100-0101-0301,1,1.0061374383740819e-4
0010-0011-0110-0111-0300-0301,1,1.0061374383740819e-4
0010-0011-0110-0300-0301-0311,1,1.0061374383740819e-4
0010-0011-0200-0300-0301,1,1.0061374383740819e-4
0010-0011-0300-0301,6,6.036824630244491e-4
0010-0012,1,1.0061374383740819e-4
0010-0012-0300-0302,6,6.036824630244491e-4
0010-0012-0302,6,6.036824630244491e-4
0010-0012-0312,4,4.0245497534963277e-4
0010-0013,1,1.0061374383740819e-4
0010-0013-0103-0303,1,1.0061374383740819e-4
0010-0013-0300-0303,20,0.0020122748767481637
0010-0013-0303,85,0.008552168226179695
0010-0013-0303-0310,3,3.0184123151222455e-4
0010-0013-0313,10,0.0010061374383740819
0010-0100-0300,2,2.0122748767481639e-4
0010-0100-0300-0303,1,1.0061374383740819e-4
0010-0102-0300-0302,1,1.0061374383740819e-4
0010-0103-0303,1,1.0061374383740819e-4
0010-0110,2,2.0122748767481639e-4
0010-0110-0300,3,3.0184123151222455e-4
0010-0110-0300-0302,1,1.0061374383740819e-4
0010-0110-0300-0303,6,6.036824630244491e-4
0010-0110-0302,1,1.0061374383740819e-4
0010-0110-0303,4,4.0245497534963277e-4
0010-0110-0313,2,2.0122748767481639e-4
0010-0111-0310-0311,1,1.0061374383740819e-4
0010-0112-0312,1,1.0061374383740819e-4
0010-0113-0303,4,4.0245497534963277e-4
0010-0200,1,1.0061374383740819e-4
0010-0200-0300,1,1.0061374383740819e-4
0010-0200-0300-0303,2,2.0122748767481639e-4
0010-0200-0303,1,1.0061374383740819e-4
0010-0210,3,3.0184123151222455e-4
0010-0210-0300,3,3.0184123151222455e-4
0010-0210-0300-0302,1,1.0061374383740819e-4
0010-0210-0300-0303,3,3.0184123151222455e-4
0010-0210-0302,1,1.0061374383740819e-4
0010-0210-0303,2,2.0122748767481639e-4
0010-0210-0312,1,1.0061374383740819e-4
0010-0300,141,0.014186537881074554
0010-0300-0301,1,1.0061374383740819e-4
0010-0300-0302,8,8.049099506992655e-4
0010-0300-0303,210,0.02112888620585572
0010-0302,3,3.0184123151222455e-4
0010-0303,128,0.012878559211188249
0010-0303-0310,12,0.0012073649260488982
0010-0310,22,0.00221350236442298
0010-0310-0313,2,2.0122748767481639e-4
0010-0312,6,6.036824630244491e-4
0010-0313,8,8.049099506992655e-4
0011,1,1.0061374383740819e-4
0011-0012-0302,1,1.0061374383740819e-4
0011-0013-0301-0303,3,3.0184123151222455e-4
0011-0013-0303,1,1.0061374383740819e-4
0011-0013-0303-0311,3,3.0184123151222455e-4
0011-0013-0311-0313,1,1.0061374383740819e-4
0011-0111-0303,1,1.0061374383740819e-4
0011-0211-0303,1,1.0061374383740819e-4
0011-0301,4,4.0245497534963277e-4
0011-0301-0303,8,8.049099506992655e-4
0011-0303,4,4.0245497534963277e-4
0011-0303-0311,2,2.0122748767481639e-4
0012-0212,1,1.0061374383740819e-4
0012-0302,2,2.0122748767481639e-4
0013-0103-0303,1,1.0061374383740819e-4
0013-0303,24,0.0024147298520977964
0013-0313,5,5.030687191870409e-4
0100-0300-0303,3,3.0184123151222455e-4
0100-0300-1000,1,1.0061374383740819e-4
0101-0301-0303-1001,1,1.0061374383740819e-4
0102-0302-1002-1010,1,1.0061374383740819e-4
0103-0300-0303-1003-1010,1,1.0061374383740819e-4
0103-0303-1003,1,1.0061374383740819e-4
0103-0303-1003-1010,3,3.0184123151222455e-4
0110,1,1.0061374383740819e-4
0110-0113-0303-0310,1,1.0061374383740819e-4
0110-0210-0300-1010,1,1.0061374383740819e-4
0110-0300,2,2.0122748767481639e-4
0110-0300-0303,4,4.0245497534963277e-4
0110-0300-0303-1010,4,4.0245497534963277e-4
0110-0300-1010,8,8.049099506992655e-4
0110-0303-0310,1,1.0061374383740819e-4
0110-0303-0310-1010,2,2.0122748767481639e-4
0110-0303-1010,2,2.0122748767481639e-4
0110-0310-1010,2,2.0122748767481639e-4
0110-0310-1110,1,1.0061374383740819e-4
0110-1010,3,3.0184123151222455e-4
0111-0113-0303-0311-1011-1013,1,1.0061374383740819e-4
0111-0113-0311-0313,1,1.0061374383740819e-4
0111-0301-0303,1,1.0061374383740819e-4
0111-0301-0303-1011,1,1.0061374383740819e-4
0111-0301-1011,1,1.0061374383740819e-4
0112-0300-0302-1010-1012,1,1.0061374383740819e-4
0112-0312-1010-1012,3,3.0184123151222455e-4
0113-0300-0303-1010,1,1.0061374383740819e-4
0113-0300-0303-1010-1013,3,3.0184123151222455e-4
0113-0303,5,5.030687191870409e-4
0113-0303-0311-1011,1,1.0061374383740819e-4
0113-0303-1010,1,1.0061374383740819e-4
0113-0303-1010-1013,12,0.0012073649260488982
