ParIndex,GRHL2,ZEB,miR200,SLUG,Count
2,1.188,568.938,0.132,178.839,1
2,112.027,0.584,1.991,178.839,1
3,2.292,120.472,1.321,0.441,1
3,2.292,348.959,1.177,31.748,1
3,44.065,0.004,55.739,0.441,1
3,44.065,0.012,49.668,31.748,1
4,1.223,5.555,1.208,1.685,1
4,1.223,539.959,0.016,83.763,1
4,112.778,0,35.05,1.685,1
5,3.349,183.419,1.099,5.807,1
5,3.349,722.127,0.253,190.574,1
5,150.754,0.004,29.191,5.807,1
5,150.754,0.015,6.712,190.574,1
6,0.967,955.971,0.413,86.069,1
6,1.022,4.311,8.211,1.247,1
6,95.702,0.716,3.104,86.069,1
6,96.274,0.002,61.802,1.247,1
7,0.714,194.789,0.01,104.556,2
7,38.018,0,42.84,1.156,1
7,38.018,0.041,0.969,104.556,1
8,1.739,8.617,1.239,0.63,1
8,91.953,0,87.824,0.63,1
9,4.299,17.267,1.188,1.55,1
9,4.299,622.503,0.014,90.378,1
9,188.3,0,83.194,1.55,1
9,188.3,0.154,0.965,90.378,1
10,1.648,117.96,0.806,1.675,1
10,1.648,1580.313,0.01,159.067,1
10,164.101,0.001,28.747,1.675,1
11,1.406,32.732,2.861,1.552,1
11,1.406,885.884,0.038,71.898,1
11,87.552,0.012,57.97,1.552,2
12,4.773,12.29,0.993,0.306,1
12,94.111,0,97.865,0.306,1
13,1.909,78.885,6.745,57.435,1
13,131.332,0.001,88.628,0.655,1
13,131.332,0.012,50.959,57.435,1
14,1.04,244.193,0.003,115.661,1
14,89.803,0,18.819,1.371,1
14,89.803,0.05,0.322,115.661,1
15,2.946,1293.029,0.193,49.835,1
15,75.473,0,72.213,1.908,1
15,75.473,0.005,6.47,49.835,1
16,81.61,0.001,99.604,0.422,1
17,0.3,8.958,5.191,0.302,2
17,11.484,0.003,83.933,0.302,2
18,2.595,81.915,4.943,4.321,1
18,2.595,3259.589,0.655,87.41,1
18,116.835,0.002,131.331,4.321,1
18,116.835,0.07,17.398,87.41,1
19,3.562,0.023,290.824,26.328,1
20,0.738,36.997,0.705,3.153,1
20,0.738,3256.945,0.049,112.694,1
20,49.779,0.001,44.065,3.153,1
21,7.687,71.747,1.242,8.275,1
21,7.687,71.799,0.06,95.565,2
21,64.629,0.011,29.644,8.275,1
22,3.27,766.57,0.014,325.694,1
22,3.273,11.359,1.266,5.467,1
22,221.683,0.004,49.779,5.467,1
23,0.08,18.117,2.061,0.903,1
23,6.337,0.003,81.169,0.903,1
24,4.774,19.161,1.92,4.448,1
24,4.774,981.142,0.021,210.084,1
24,344.908,0.131,1.021,210.084,1
24,344.91,0,92.855,4.448,1
25,7.738,1163.851,0.098,294.493,1
25,326.446,0.002,124.654,3.203,1
26,1.57,123.903,3.486,12.306,1
26,1.57,1253.863,0.308,326.445,1
26,80.626,0.001,116.823,12.306,1
26,80.626,0.02,10.313,326.445,1
27,435.454,0,31.552,79.029,1
27,435.454,0,220.083,4.088,1
28,2.058,20.149,1.529,1.368,1
28,2.058,986.239,0.022,100.615,1
28,191.925,0,59.897,1.368,1
28,191.925,0.247,0.025,100.615,1
29,2.597,65.292,0.293,13.168,1
29,2.597,1735.503,0.293,368.187,1
29,180.516,0.001,5.151,13.168,2
29,180.516,0.036,5.151,368.187,1
30,3.523,887.853,0.249,206.869,1
30,78.176,0,232.138,4.12,1
31,0.408,17.08,3.885,3.969,1
31,0.408,899.838,0.091,298.783,1
31,33.528,0.003,355.483,3.969,1
31,33.528,0.008,8.304,298.783,1
32,3.57,3407.618,0.008,152.562,2
32,161.67,0.031,0.735,152.562,1
