ParIndex,GRHL2,ZEB,miR200,SLUG,Count
1,137.262,0,130.315,0.61,1
2,203.235,0.018,154.29,45.153,2
3,86.506,0.003,114.921,23.146,2
4,2.623,20.666,5.06,68.534,3
5,168.316,0,217.413,0.053,1
6,44.819,1.632,8.048,0.655,2
7,273.775,0.001,102.707,1.103,1
8,1.621,28.004,2.331,23.791,4
9,1.088,56.738,0.078,149.531,3
10,135.888,0.002,82.965,73.655,3
11,27.455,0.052,24.572,71.828,3
12,5.352,110.576,0.108,153.65,3
13,126.818,0.005,39.226,217.811,3
14,93.515,0.023,108.596,0.382,1
15,1.409,262.572,0.259,103.422,3
16,47.396,14.441,1.418,135.461,6
17,1.524,64.478,5.163,280.7,3
19,114.206,1.213,5.653,78.896,4
20,122.573,0.017,132.963,86.872,3
21,118.635,0.874,34.242,88.093,2
21,118.636,0.874,34.242,88.093,2
22,147.664,0.021,51.156,28.298,3
23,51.986,0.018,35.101,0.374,1
24,140.167,0.024,106.865,228.427,2
25,83.525,0.011,10.797,35.274,3
26,178.712,0,221.949,1.062,1
27,90.484,2.253,4.238,94.416,2
28,116.433,0.007,39.428,26.54,3
29,108.533,0.017,23.035,665.612,1
29,108.533,0.017,23.035,665.614,2
30,0.224,550.183,0.285,220.469,1
30,0.224,550.184,0.285,220.469,1
31,71.338,0.003,3.493,571.782,1
31,71.338,0.003,3.493,571.784,1
31,71.338,0.003,3.493,571.785,1
32,300.93,0.012,3.483,571.782,1
32,300.93,0.012,3.483,571.784,1
33,0.293,242.025,1.243,128.936,1
33,0.293,242.026,1.243,128.936,1
34,71.35,0.002,1.019,571.016,1
34,71.35,0.002,1.019,571.019,2
35,3.865,0.029,557.763,7.488,2
36,8.793,157.913,0.28,355.695,3
37,82.334,0.003,81.296,3.49,1
38,28.864,15.451,0.701,267.563,1
39,15.551,141.63,1.128,128.998,1
39,15.552,141.629,1.128,128.998,2
40,36.517,0.01,102.982,2.185,1
41,48.597,1.347,31.183,7.937,3
41,48.598,1.347,31.184,7.937,1
42,16.511,27.409,0.778,284.016,1
42,16.511,27.409,0.778,284.018,2
43,1.709,273.04,0.335,397.991,1
43,1.709,273.042,0.335,397.991,1
44,190.386,0.007,73.744,51.5,3
45,26.987,2.697,43.369,95.473,3
46,36.608,21.382,0.956,74.903,3
47,50.884,0.11,26.245,39.361,3
48,48.703,0.004,21.221,1.776,1
49,59.32,0.099,13.52,322.916,2
50,228.951,0.018,143.074,7.132,1
51,4.751,29.681,3.019,185.21,4
52,26.45,48.134,3.823,287.239,1
52,26.451,48.133,3.823,287.239,1
52,412.162,0.059,81.325,287.239,1
52,412.164,0.059,81.325,287.239,1
53,194.889,0,122.828,0.797,1
54,45.52,12.941,5.16,33.421,3
55,18.477,44.225,4.752,242.553,1
55,18.486,44.206,4.754,242.553,1
55,284.423,0.023,113.605,242.553,2
56,115.019,0.011,62.764,6.279,2
57,6.263,64.969,1.312,312.617,2
58,6.965,0.003,111.478,6.415,2
