parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,GRHL2,ZEB,miR200,SLUG,basinDiscret
1,2,0303-1010,0303,0303-1010,2,0.17,-0.742736,10.006858,-3.369863,5.984111,0.17
1,2,0303-1010,1010,0303-1010,2,0.83,5.787328,-8.400631,5.94909,2.577104,0.83
2,2,0303-1003,0303,0303-1003,2,0.33,-0.842859,6.247251,-6.791765,6.314778,0.33
2,2,0303-1003,1003,0303-1003,2,0.67,4.860431,-5.139195,-0.886755,6.314778,0.67
3,3,0300-0303-1010,1010,0200-0300-0303-1010,3,0.1,4.780738,-9.575568,5.316306,-0.047788,0.1
3,3,0300-0303-1010,0303,0200-0300-0303-1010,3,0.68,-0.72822,9.949422,-2.893755,5.727584,0.68
3,3,0300-0303-1010,0300,0200-0300-0303-1010,3,0.22,-0.72822,5.64238,1.10051,-0.047791,0.22
4,1,1010,1010,1010,1,1,6.455112,-11.074591,6.046857,0.593506,1
5,2,1103-1303,1303,1010-1103-1303,2,0.37,0.739157,5.514464,-4.14337,6.223045,0.37
5,2,1103-1303,1103,1010-1103-1303,2,0.63,0.739659,-0.536134,1.126573,6.223045,0.63
6,2,0302-0303,0303,0302-0303,2,0.97,1.680864,9.810767,-3.395022,7.104242,0.97
6,2,0302-0303,0302,0302-0303,2,0.03,1.680864,9.810767,-3.39505,3.863657,0.03
7,4,0300-0303-1003-1010,1003,0300-0303-1003-1010,4,0.01,4.486347,-1.756097,-2.117838,7.337454,0.01
7,4,0300-0303-1003-1010,1010,0300-0303-1003-1010,4,0.05,4.486404,-13.042793,2.592636,2.90451,0.05
7,4,0300-0303-1003-1010,0303,0300-0303-1003-1010,4,0.53,0.324663,7.828808,-7.344634,7.337454,0.53
7,4,0300-0303-1003-1010,0300,0300-0303-1003-1010,4,0.41,0.324663,3.091777,-2.634166,2.90451,0.41
8,2,0303-0310,0310,0303-0310,2,0.96,-2.954349,3.762181,-0.426822,-0.01169,0.96
8,2,0303-0310,0303,0303-0310,2,0.04,-2.954349,9.602413,-4.091094,5.796757,0.04
9,5,0300-0301-1010-1011-1100,1011,0300-0301-1010-1011-1100-1101,5,0.03,5.525019,-3.769178,4.704454,3.771134,0.03
9,5,0300-0301-1010-1011-1100,0300,0300-0301-1010-1011-1100-1101,5,0.73,0.349978,4.195571,-1.379967,-2.187613,0.73
9,5,0300-0301-1010-1011-1100,1010,0300-0301-1010-1011-1100-1101,5,0.2,5.525019,-3.769178,4.704455,-2.187613,0.2
9,5,0300-0301-1010-1011-1100,1100,0300-0301-1010-1011-1100-1101,5,0.02,5.525019,-1.363298,-1.379247,-2.187613,0.02
9,5,0300-0301-1010-1011-1100,0301,0300-0301-1010-1011-1100-1101,5,0.02,0.349978,4.195571,-1.379968,3.771134,0.02
10,3,0300-0303-1010,0300,0300-0303-1010,3,0.12,1.792836,2.78522,1.071793,2.442733,0.12
10,3,0300-0303-1010,0303,0300-0303-1010,3,0.58,1.792836,8.064661,-4.728604,7.684692,0.58
10,3,0300-0303-1010,1010,0300-0303-1010,3,0.3,6.955316,-11.719242,5.481844,2.442733,0.3
11,1,1010,1010,1010,1,1,6.697727,-11.513442,6.831191,-1.417778,1
12,3,0301-0303-1011,1011,0301-0303-1011,3,0.04,7.130694,-4.605512,3.98508,3.603717,0.04
12,3,0301-0303-1011,0303,0301-0303-1011,3,0.6,2.222654,8.334681,-5.039288,7.269172,0.6
12,3,0301-0303-1011,0301,0301-0303-1011,3,0.36,2.222654,8.334677,-0.291389,3.603717,0.36
13,4,0310-0313-1010-1013,1010,0310-0313-1010-1013,4,0.2,7.856667,-7.820341,6.186387,-0.915887,0.2
13,4,0310-0313-1010-1013,0313,0310-0313-1010-1013,4,0.46,1.353073,7.638805,0.313993,5.706336,0.46
13,4,0310-0313-1010-1013,1013,0310-0313-1010-1013,4,0.26,7.856667,-3.584768,2.526659,5.706336,0.26
13,4,0310-0313-1010-1013,0310,0310-0313-1010-1013,4,0.08,1.353073,1.350375,3.973721,-0.915887,0.08
14,4,0300-0302-1010-1012,0300,0300-0302-1010-1012,4,0.21,0.895669,2.600362,0.558101,3.315221,0.21
14,4,0300-0302-1010-1012,1012,0300-0302-1010-1012,4,0.16,6.088516,-3.942551,5.912726,5.449797,0.16
14,4,0300-0302-1010-1012,1010,0300-0302-1010-1012,4,0.48,6.088516,-10.325089,6.341881,3.315221,0.48
14,4,0300-0302-1010-1012,0302,0300-0302-1010-1012,4,0.15,0.895669,8.982899,0.128946,5.449797,0.15
15,4,0303-0310-1010-1013,1010,0303-1010-1013,4,0.16,5.583516,-14.037603,6.43443,1.713904,0.16
15,4,0303-0310-1010-1013,0303,0303-1010-1013,4,0.38,-0.614512,10.305706,-2.823869,6.410005,0.38
15,4,0303-0310-1010-1013,0310,0303-1010-1013,4,0.12,-0.614512,3.240778,1.495506,1.713904,0.12
15,4,0303-0310-1010-1013,1013,0303-1010-1013,4,0.34,5.583516,-7.941538,2.115054,6.410005,0.34
16,1,1010,1010,1010,1,1,7.658615,-13.788607,5.871619,-0.618966,1
17,4,0300-0303-1010-1013,1010,0300-0303-1010-1013,4,0.53,7.705168,-11.966366,5.813005,0.190913,0.53
