parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,D,basinDiscret
1,1,2020,2020,2020,1,1,5.989725,-1.464618,5.209817,-3.079165,1
2,1,0201,0201,0120-0201,1,1,-5.901266,6.475962,2.276114,3.142644,1
3,1,2020,2020,2020,1,1,5.959802,0.397721,4.902994,-1.459427,1
4,2,0202-2020,2020,0202-2020,2,0.97,7.569913,-1.94775,7.715583,-2.203735,0.97
4,2,0202-2020,0202,0202-2020,2,0.03,0.470103,6.320956,-0.506738,5.342139,0.03
5,1,2020,2020,0202-0210-2020,1,1,5.910349,-2.530521,7.563977,-3.422511,1
6,1,0202,0202,0202-2001,1,1,-0.649302,6.065599,-6.113781,6.700534,1
7,1,0202,0202,0202-2020,1,1,0.311787,7.587514,-2.284344,6.441696,1
8,2,0201-1020,0201,0201-1001-1020,2,0.52,-0.947929,6.300114,-4.759461,4.023016,0.52
8,2,0201-1020,1020,0201-1001-1020,2,0.48,3.503218,-2.289555,6.365002,-1.203975,0.48
9,1,0202,0202,-1,1,1,-2.210431,8.176699,-3.849758,7.149616,1
10,1,0120,0120,0201-1001-1020,1,1,1.775408,4.022049,5.075472,-1.077557,1
11,1,0202,0202,0202-2020-2100,1,1,-5.771239,6.573514,-7.785631,7.176498,1
12,1,0202,0202,0202-2020-2100,1,1,-5.224618,6.571177,-7.618513,7.176457,1
13,2,0202-2020,2020,0012-0202-2011-2020,2,0.17,5.784911,-1.605689,8.270983,-2.266342,0.17
13,2,0202-2020,0202,0012-0202-2011-2020,2,0.83,-1.917025,8.222431,-2.432175,7.501991,0.83
14,1,2020,2020,0202-2020,1,1,5.722882,-0.630461,7.105192,-1.595598,1
15,2,0202-2020,2020,0012-0202-2020,2,0.61,7.49614,-3.827258,5.416111,-1.329276,0.61
15,2,0202-2020,0202,0012-0202-2020,2,0.39,-1.076239,6.239515,-1.523163,6.690002,0.39
16,1,0202,0202,0202-2020,1,1,-2.836091,7.776487,-4.50882,7.502137,1
17,1,2020,2020,-1,1,1,5.643379,-2.814905,9.020209,-1.447397,1
18,1,2020,2020,0202-1002-2020,1,1,5.698571,-2.988997,7.554737,-2.880232,1
19,2,0202-2020,2020,0202-2020,2,0.94,6.688761,0.464325,6.560904,-3.9222,0.94
19,2,0202-2020,0202,0202-2020,2,0.06,1.582567,7.44983,-1.005836,6.772652,0.06
20,1,2020,2020,0202-1012-2020,1,1,6.710538,-1.444917,6.38462,0.820366,1
21,2,0202-2020,2020,0202-2020,2,0.83,4.743426,-3.934386,6.265456,0.874723,0.83
21,2,0202-2020,0202,0202-2020,2,0.17,-3.304311,6.133679,-1.501222,6.064111,0.17
22,1,2020,2020,2020,1,1,8.742433,-7.428702,6.421993,-2.840988,1
23,2,0202-2020,2020,0202-2020,2,0.32,6.843262,-2.227328,6.43925,-1.466427,0.32
23,2,0202-2020,0202,0202-2020,2,0.68,-3.358591,7.405299,-5.890558,9.014305,0.68
24,1,0202,0202,0202-2120-2200,1,1,-2.880292,8.271417,-4.000333,5.61966,1
25,1,2020,2020,1002-2020,1,1,8.610568,-8.161353,6.607512,-0.83478,1
