ParIndex,GRHL2,ZEB,miR200,SLUG,Count
1,1.415,332.162,0.075,104.405,1
1,44.322,0.089,1.563,104.405,1
2,0.712,767.873,3.785,32.524,2
2,53.143,0.014,127.041,32.524,2
3,1.059,8.746,0.339,0.459,1
3,1.059,737.913,0.006,40.253,1
3,89.341,0.045,2.77,0.459,1
4,3.164,235.2,0.782,83.031,1
4,80.44,0.102,37.749,83.031,2
5,6.943,44.549,1.7,1.368,1
5,6.943,1082.45,0.502,111.457,1
5,115.759,0.001,118.889,1.368,1
5,115.759,0.017,35.083,111.457,1
6,4.742,3.814,0.333,1.539,2
6,159.318,0,23.634,1.539,2
7,0.459,27.703,1.395,0.257,1
7,32.01,0.783,1.404,0.257,1
7,32.083,0,94.991,0.257,1
8,0.755,34.501,0.845,1.175,1
8,0.755,897.472,0.031,64.002,1
8,38.841,0.001,40.253,1.175,1
8,38.841,0.042,1.475,64.002,1
8,38.841,0.131,0.033,64.002,1
9,3.409,22.079,0.147,1.048,1
9,3.409,737.829,0.003,40.253,1
9,89.341,0.001,2.754,1.048,1
9,89.341,0.091,0.05,40.253,1
10,0.328,171.065,0.006,69.466,1
10,0.329,2.868,0.357,1.241,1
10,20.651,0,21.658,1.241,1
10,20.651,0.129,0.365,69.466,1
11,4.385,34.729,1.867,2.59,1
11,4.385,44.716,0.04,209.845,1
11,160.746,0.002,85.885,2.59,1
11,160.746,0.042,1.854,209.845,1
12,328.951,0,387.184,0.404,1
13,1.395,1741.539,1.897,1.846,2
13,1.395,1751.378,0.029,90.579,1
14,0.811,635.043,0.647,0.279,1
14,0.811,635.452,0.592,10.765,1
14,68.388,0.131,34.832,10.765,1
14,68.388,0.131,38.033,0.279,1
15,1.69,7.704,0.669,3.921,1
15,1.69,583.131,0.009,149.771,1
15,64.881,0,56.655,3.921,1
15,64.881,0.072,0.759,149.771,1
16,0.496,419.856,0.012,134.414,1
16,0.497,5.471,0.895,3.519,1
16,45.316,0,75.773,3.519,1
16,45.316,0.2,1.019,134.414,1
17,0.432,17.218,0.203,0.503,1
17,30.227,0,10.64,0.503,1
17,30.227,0.277,0.203,0.503,1
18,1.056,27.698,0.097,64.003,1
18,73.793,0,40.23,2.481,1
18,73.793,0.005,9.505,64.003,1
18,73.793,0.127,0.115,64.003,2
19,3.127,24.048,0.08,97.725,1
19,57.459,0,76.637,1.562,1
19,57.459,0.011,0.918,97.725,1
20,1.19,720.678,0.07,54.888,2
20,89.341,0,2.77,0.689,1
21,0.211,22.37,2.411,1.399,1
21,0.211,1429.104,0.077,118.014,1
21,19.619,0.011,52.138,1.399,1
22,0.99,10.371,3.416,4.074,1
22,0.99,663.884,0.109,343.751,1
22,91.835,0.005,73.851,4.074,1
23,1.047,1011.843,0.14,48.343,4
24,24.952,109.905,0.839,2.467,1
24,24.952,774.211,0.012,92.118,1
24,210.549,0.026,31.357,2.467,2
26,1.067,11.896,18.925,5.634,1
26,1.067,245.863,1.231,210.549,1
26,58.895,0.493,8.67,210.549,1
26,58.899,0.024,133.313,5.634,1
27,106.682,0,167.729,0.722,2
