Phase,Count,Frequency
00,3,3e-4
00-01-20,3,3e-4
00-10,1,1e-4
00-10-20,1,1e-4
00-20,159,0.0159
01,922,0.0922
01-10,1,1e-4
01-10-20,695,0.0695
01-11,139,0.0139
01-11-20,618,0.0618
01-11-21,11,0.0011
01-20,5608,0.5608
01-20-21,31,0.0031
01-21,648,0.0648
10-11-20,2,2e-4
10-20,72,0.0072
11,40,0.004
11-20,135,0.0135
11-21,26,0.0026
20,799,0.0799
20-21,2,2e-4
21,84,0.0084
