parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,GRHL2,ZEB,miR200,SLUG,basinDiscret
1,1,1002,1002,1002-1010,1,1,97.032,0.212,0.546,40.908,1
2,4,0300-0303-1010-1013,0303,0300-0303-1003-1010,4,0.3333333333333333,1.764,258.526,0.195,57.968,0.3333333333333333
2,4,0300-0303-1010-1013,1010,0300-0303-1003-1010,4,0.2,157.311,0,59.799,0.841,0.2
2,4,0300-0303-1010-1013,1013,0300-0303-1003-1010,4,0.25,149.73,0.092,16.825,57.968,0.25
2,4,0300-0303-1010-1013,0300,0300-0303-1003-1010,4,1,2.312,6.826,0.939,0.841,1
3,3,0303-1010-1013,0303,0303-1003-1010,3,0.16666666666666666,0.655,24.968,0.19,106.014,0.16666666666666666
3,3,0303-1010-1013,1010,0303-1003-1010,3,0.3333333333333333,38.05,0,157.799,1.101,0.3333333333333333
3,3,0303-1010-1013,1013,0303-1003-1010,3,0.5,37.783,0.04,6.813,106.014,0.5
4,1,1010,1010,1003-1010-1303,1,3,270.677,0,138.71,1.162,3
5,3,1010-1013-1303,1013,1003-1010-1303,3,0.16666666666666666,322.614,0.006,22.976,77.679,0.16666666666666666
5,3,1010-1013-1303,1010,1003-1010-1303,3,0.2,322.614,0,63.419,0.884,0.2
5,3,1010-1013-1303,1303,1003-1010-1303,3,0.25,42.544,10.863,0.408,77.679,0.25
6,2,0010-0300,0300,0010-0013-0113-0300-0303,2,1.5,0.077,19.434,1.596,1.579,1.5
6,2,0010-0300,0010,0010-0013-0113-0300-0303,2,0.6666666666666666,6.055,0.008,106.39,1.579,0.6666666666666666
7,1,1010,1010,0300-1010,1,2,138.782,0,31.589,0.332,2
8,2,0010-0303,0303,0010-0303,2,0.25,1.053,7.296,0.067,112.997,0.25
8,2,0010-0303,0010,0010-0303,2,0.2,24.976,0.001,106.723,1.898,0.2
9,3,0303-1003-1010,1003,0303-1003-1010,3,0.5,84.028,0.017,0.713,319.639,0.5
9,3,0303-1003-1010,1010,0303-1003-1010,3,0.3333333333333333,84.037,0,50.478,4.904,0.3333333333333333
9,3,0303-1003-1010,0303,0303-1003-1010,3,0.16666666666666666,1.696,23.417,0.112,319.639,0.16666666666666666
10,2,0303-1010,1010,0103-0303-1003-1010,2,0.25,78.782,0.001,29.452,2.796,0.25
10,2,0303-1010,0303,0103-0303-1003-1010,2,3,1.547,18.559,0.066,71.381,3
11,1,1010,1010,1010,1,0.2,184.735,0,150.242,3.53,0.2
12,2,0303-1013,1013,0301-0303-1011-1013,2,1,253.014,0.053,6.32,172.206,1
12,2,0303-1013,0303,0301-0303-1011-1013,2,0.3333333333333333,3.213,145.742,0.105,172.206,0.3333333333333333
13,2,0010-0303,0303,0010-0300-0303,2,0.3333333333333333,2.854,127.758,0.065,121.904,0.3333333333333333
13,2,0010-0303,0010,0010-0300-0303,2,2,47.188,0,149.808,3.991,2
14,1,1010,1010,1003-1010-1303,1,0.75,157.311,0,59.798,2.15,0.75
15,2,0013-0303,0303,0010-0013-0300-0303,2,0.4,0.433,94.417,0.384,231.611,0.4
15,2,0013-0303,0013,0010-0013-0300-0303,2,0.3333333333333333,33.132,0.027,35.003,231.611,0.3333333333333333
16,1,1010,1010,1010,1,0.5,124.657,0,92.216,0.409,0.5
17,3,0303-1003-1010,1010,0303-1003-1010,3,0.25,96.019,0,9.308,9.707,0.25
17,3,0303-1003-1010,1003,0303-1003-1010,3,1,95.672,0.023,0.28,134.173,1
17,3,0303-1003-1010,0303,0303-1003-1010,3,0.3333333333333333,2.274,24.967,0.01,134.173,0.3333333333333333
18,2,0010-0303,0010,0010-0203-0303,2,0.16666666666666666,31.774,0.001,59.515,2.563,0.16666666666666666
18,2,0010-0303,0303,0010-0203-0303,2,0.4,1.354,55.625,0.236,102.482,0.4
19,3,0303-1010-1013,1010,0303-1010-1013,3,0.3333333333333333,39.5,0.002,124.517,3.426,0.3333333333333333
19,3,0303-1010-1013,0303,0303-1010-1013,3,0.5,0.447,105.274,0.682,226.815,0.5
19,3,0303-1010-1013,1013,0303-1010-1013,3,1,39.5,0.012,7.635,226.815,1
20,1,0010,0010,0010-0013-0303,1,0.75,10.825,0.001,46.45,1.942,0.75
21,1,0010,0010,0003-0010-0303,1,0.6,31.589,0,48.906,2.227,0.6
22,3,0303-1010-1013,1010,0213-0300-0303-1010-1013,3,1,75.608,0,344.927,2.499,1
22,3,0303-1010-1013,1013,0213-0300-0303-1010-1013,3,0.3333333333333333,75.608,0.002,57.858,116.226,0.3333333333333333
22,3,0303-1010-1013,0303,0213-0300-0303-1010-1013,3,0.3333333333333333,0.989,66.885,0.868,116.226,0.3333333333333333
23,3,0303-1010-1013,1010,0303-1003-1010,3,0.2,134.178,0,129.285,1.472,0.2
23,3,0303-1010-1013,0303,0303-1003-1010,3,1,2.25,46.447,0.13,108.035,1
23,3,0303-1010-1013,1013,0303-1003-1010,3,0.25,134.175,0.009,11.97,108.035,0.25
24,1,0303,0303,0303-1010,1,0.3333333333333333,2.559,107.853,0.179,105.484,0.3333333333333333
25,1,0010,0010,0010-0200,1,1,32.018,0.001,10.727,0.096,1
26,1,1010,1010,0300-0302-1002-1010,1,1.3333333333333333,226.414,0,171.547,0.392,1.3333333333333333
27,1,0303,0303,0300-0303-1003-1010,1,4,0.675,147.161,0.042,159.683,4
28,2,0303-1010,0303,0303-1003-1010,2,0.5,1.897,97.072,0.006,79.474,0.5
28,2,0303-1010,1010,0303-1003-1010,2,0.2,148.105,0,7.701,3.263,0.2
29,2,0303-1010,1010,0300-0303-1003-1010,2,1,110.032,0,158.935,1.121,1
29,2,0303-1010,0303,0300-0303-1003-1010,2,0.3333333333333333,3.581,94.616,0.046,101.237,0.3333333333333333
30,1,1010,1010,1010,1,0.3333333333333333,363.384,0,84.037,0.308,0.3333333333333333
31,1,0013,0013,0010-0013-0303,1,3,10.716,0.001,17.485,77.424,3
32,1,0303,0303,0010-0110-0300-0303,1,1,0.452,90.195,0.357,253.003,1
33,1,1010,1010,0300-1010,1,0.4,29.141,0,20.367,0.715,0.4
34,1,1010,1010,0300-1010,1,0.3333333333333333,78.431,0,202.44,0.315,0.3333333333333333
35,1,1010,1010,1010,1,0.5,128.24,0,93.655,0.032,0.5
36,1,1010,1010,1010,1,0.3333333333333333,68.152,0,209.302,0.678,0.3333333333333333
37,1,1010,1010,0312-1010-1012,1,3,124.193,0,242.904,0.432,3
38,2,1010-1013,1010,1010-1013-1303,2,0.25,362.245,0,104.239,3.15,0.25
38,2,1010-1013,1013,1010-1013-1303,2,0.4,362.245,0.002,5.171,164.717,0.4
39,1,1010,1010,1003-1010-1303,1,0.5,212.009,0,142.938,1.477,0.5
40,3,0303-1010-1013,0303,0303-1010-1013,3,0.5,0.582,687.903,0.116,166.465,0.5
40,3,0303-1010-1013,1010,0303-1010-1013,3,1,51.906,0,119.452,2.615,1
40,3,0303-1010-1013,1013,0303-1010-1013,3,0.3333333333333333,51.903,0.006,8.432,166.465,0.3333333333333333
