parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,GRHL2,ZEB,miR200,SLUG,basinDiscret
1,2,0010-0303,0010,0010-0303,2,0.3333333333333333,18.83,0,77.161,1.032,0.3333333333333333
1,2,0010-0303,0303,0010-0303,2,1,0.561,51.137,0.36,39.797,1
2,1,1010,1010,1010,1,0.5,187.513,0.001,67.343,0.527,0.5
3,3,0303-1010-1013,0303,0303-1003-1010,3,0.25,0.919,32.807,2.518,137.108,0.25
3,3,0303-1010-1013,1013,0303-1003-1010,3,0.2,77.164,0.003,29.73,137.108,0.2
3,3,0303-1010-1013,1010,0303-1003-1010,3,0.16666666666666666,77.164,0,209.804,3.052,0.16666666666666666
4,1,1000,1000,0303-1000-1003,1,0.375,73.561,0,2.481,1.558,0.375
5,1,1010,1010,0300-1010,1,2,210.611,0,45.047,0.584,2
6,1,0010,0010,0010,1,0.3333333333333333,18.83,0,77.163,3.515,0.3333333333333333
7,1,1010,1010,0303-1003-1010,1,1.5,101.36,0,51.549,1.181,1.5
8,1,1010,1010,1010,1,0.25,24.297,0,119.17,1.032,0.25
9,2,0303-1010,1010,0103-0300-0303-1003-1010,2,0.4,51.549,0,41.309,3.558,0.4
9,2,0303-1010,0303,0103-0300-0303-1003-1010,2,0.5,0.785,76.888,0.025,200.91,0.5
10,1,1010,1010,1010,1,0.125,10.078,0,61.458,0.094,0.125
11,1,1010,1010,0300-0302-1010-1012,1,4,59.894,0,105.21,0.419,4
12,3,1003-1010-1303,1303,1010-1103-1303,3,0.3333333333333333,4.471,2.088,0.076,81.111,0.3333333333333333
12,3,1003-1010-1303,1010,1010-1103-1303,3,0.25,84.536,0,31.874,1.499,0.25
12,3,1003-1010-1303,1003,1010-1103-1303,3,0.5,84.479,0.055,3.211,81.111,0.5
13,2,0010-0300,0300,0010-0300,2,0.16666666666666666,3.929,4.044,1.509,0.302,0.16666666666666666
13,2,0010-0300,0010,0010-0300,2,0.2,31.755,0.001,41.534,0.302,0.2
14,1,1010,1010,1010,1,0.125,59.894,0,105.209,2.978,0.125
15,1,1010,1010,1010,1,1,37.159,0.007,84.7,0.948,1
16,2,0301-1011,1011,0301-1011,2,0.5,88.756,0.005,85.622,18.033,0.5
16,2,0301-1011,0301,0301-1011,2,0.3333333333333333,0.957,175.683,1.507,18.033,0.3333333333333333
17,3,0303-1010-1013,1013,0303-1003-1010,3,0.2,70.955,0.003,19.079,140.763,0.2
17,3,0303-1010-1013,1010,0303-1003-1010,3,0.16666666666666666,70.955,0,209.665,11.993,0.16666666666666666
17,3,0303-1010-1013,0303,0303-1003-1010,3,0.25,7.632,71.362,0.889,140.763,0.25
18,2,1010-1012,1012,1002-1010,2,1,101.36,0.003,22.48,62.855,1
18,2,1010-1012,1010,1002-1010,2,0.125,101.36,0,51.501,5.603,0.125
19,1,0010,0010,0010,1,0.3333333333333333,15.749,0.001,10.573,0.18,0.3333333333333333
20,2,0303-1010,1010,0303-1003-1010,2,0.25,41.328,0.001,141.808,6.943,0.25
20,2,0303-1010,0303,0303-1003-1010,2,1,0.428,190.849,0.524,197.864,1
21,3,0303-1010-1013,0303,0303-1010-1013,3,0.16666666666666666,1.255,68.928,0.099,90.497,0.16666666666666666
21,3,0303-1010-1013,1013,0303-1010-1013,3,0.2,74.511,0.02,3.463,90.497,0.2
21,3,0303-1010-1013,1010,0303-1010-1013,3,0.125,74.512,0,42.86,2.894,0.125
22,4,0301-0303-1011-1013,0303,0301-0303-1003-1011,4,1,3.982,35.287,0.012,89.536,1
22,4,0301-0303-1011-1013,0301,0301-0303-1003-1011,4,0.3333333333333333,3.984,26.355,0.627,2.004,0.3333333333333333
22,4,0301-0303-1011-1013,1013,0301-0303-1003-1011,4,0.25,158.515,0.008,1.184,89.536,0.25
22,4,0301-0303-1011-1013,1011,0301-0303-1003-1011,4,0.5,158.515,0,59.704,2.004,0.5
23,3,0303-1010-1013,1010,0303-1003-1010,3,0.2,96.874,0,251.2,0.743,0.2
