parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,basinDiscret
1,3,00-02-20,00,00-02-20,3,0.38,-1.142867,0.665561,0.38
1,3,00-02-20,02,00-02-20,3,0.32,-4.449896,7.106816,0.32
1,3,00-02-20,20,00-02-20,3,0.3,5.084895,-5.864767,0.3
2,2,02-20,02,02-10-11-20-21,2,0.24,-5.418212,3.956073,0.24
2,2,02-20,20,02-10-11-20-21,2,0.76,5.82518,-1.324511,0.76
3,3,12-20-21,21,02-12-20-21,3,0.29,5.699541,1.562632,0.29
3,3,12-20-21,12,02-12-20-21,3,0.44,-0.570038,5.583904,0.44
3,3,12-20-21,20,02-12-20-21,3,0.27,5.706189,-3.39796,0.27
4,3,02-20-22,20,02-20,3,0.21,7.681894,-4.712001,0.21
4,3,02-20-22,22,02-20,3,0.05,6.215525,1.89147,0.05
4,3,02-20-22,02,02-20,3,0.74,-4.786754,8.532659,0.74
5,2,02-20,20,00-02-20,2,0.45,6.738039,-5.724042,0.45
5,2,02-20,02,00-02-20,2,0.55,-2.796753,7.247643,0.55
6,3,02-12-20,02,02-12-20,3,0.14,-5.249295,4.010083,0.14
6,3,02-12-20,20,02-12-20,3,0.65,7.065415,-4.387768,0.65
6,3,02-12-20,12,02-12-20,3,0.21,0.60459,4.01008,0.21
7,3,01-02-20,02,01-02-20,3,0.22,-4.352902,5.944601,0.22
7,3,01-02-20,20,01-02-20,3,0.36,6.461857,-4.896182,0.36
7,3,01-02-20,01,01-02-20,3,0.42,-2.29024,0.212454,0.42
8,2,12-20,12,02-12-20,2,0.21,-2.219903,3.951381,0.21
8,2,12-20,20,02-12-20,2,0.79,4.086986,-8.035214,0.79
9,3,00-02-20,20,00-02-20,3,0.21,5.609354,-6.104727,0.21
9,3,00-02-20,02,00-02-20,3,0.27,-5.79532,5.452965,0.27
9,3,00-02-20,00,00-02-20,3,0.52,-0.329728,-1.175724,0.52
10,3,02-10-20,02,02-10-20,3,0.48,-6.284634,6.867704,0.48
10,3,02-10-20,10,02-10-20,3,0.3,0.28696,-3.166737,0.3
10,3,02-10-20,20,02-10-20,3,0.22,6.158877,-5.600941,0.22
11,1,20,20,02-20,1,1,6.595335,-5.277839,1
12,2,10-20,20,10-20,2,0.41,6.773673,-9.422998,0.41
12,2,10-20,10,10-20,2,0.59,0.497446,-9.4167,0.59
13,1,02,02,02-12,1,1,-3.815327,7.128302,1
14,1,02,02,02,1,1,-0.196667,5.933637,1
15,3,00-02-20,02,00-02-20,3,0.36,-7.440898,5.463385,0.36
15,3,00-02-20,20,00-02-20,3,0.26,4.833542,-6.55444,0.26
15,3,00-02-20,00,00-02-20,3,0.38,-1.5856460000000001,-0.812847,0.38
16,2,02-21,02,02-20-21,2,0.83,-4.46507,2.505039,0.83
16,2,02-21,21,02-20-21,2,0.17,3.598216,-1.516243,0.17
17,3,02-12-20,12,02-12-20,3,0.17,0.811047,6.8684,0.17
17,3,02-12-20,02,02-12-20,3,0.16,-5.760678,6.869521,0.16
17,3,02-12-20,20,02-12-20,3,0.67,7.087276,-5.599045,0.67
18,2,20-22,22,20-22,2,0.56,5.477521,3.873052,0.56
18,2,20-22,20,20-22,2,0.44,8.132889,-1.653846,0.44
19,2,02-22,22,02-22,2,0.68,3.214034,3.224802,0.68
19,2,02-22,02,02-22,2,0.32,-3.122982,7.17245,0.32
20,3,00-02-20,20,00-02-20-21,3,0.37,5.334792,-4.32266,0.37
20,3,00-02-20,02,00-02-20-21,3,0.36,-4.034949,5.71025,0.36
20,3,00-02-20,00,00-02-20-21,3,0.27,0.464398,-0.373127,0.27
21,3,02-20-21,02,02-20-21,3,0.27,-2.250288,6.35381,0.27
21,3,02-20-21,21,02-20-21,3,0.23,8.029605,0.033982,0.23
21,3,02-20-21,20,02-20-21,3,0.5,8.029605,-6.356725,0.5
22,2,12-20,20,12-20,2,0.38,6.862435,-3.929702,0.38
22,2,12-20,12,12-20,2,0.62,-0.102886,6.672932,0.62
23,2,02-20,02,02-20,2,0.44,-4.361084,6.886589,0.44
23,2,02-20,20,02-20,2,0.56,5.693904,-4.919485,0.56
24,2,02-20,02,02-10-20,2,0.81,-3.790869,8.082788,0.81
24,2,02-20,20,02-10-20,2,0.19,7.298159,-4.360871,0.19
25,5,01-02-11-12-20,11,01-02-11-12-20,5,0.18,2.137494,-0.475909,0.18
25,5,01-02-11-12-20,12,01-02-11-12-20,5,0.09,2.137489,5.825552,0.09
25,5,01-02-11-12-20,02,01-02-11-12-20,5,0.1,-2.23608,5.918734,0.1
25,5,01-02-11-12-20,01,01-02-11-12-20,5,0.04,-2.23607,-0.382723,0.04
25,5,01-02-11-12-20,20,01-02-11-12-20,5,0.59,7.259745,-6.290363,0.59
26,3,01-02-20,20,01-02-20,3,0.15,5.491831,-4.685452,0.15
26,3,01-02-20,01,01-02-20,3,0.29,-0.460564,0.172433,0.29
26,3,01-02-20,02,01-02-20,3,0.56,-4.216602,6.45808,0.56
27,2,02-20,02,02-20,2,0.99,-9.655789,6.536265,0.99
27,2,02-20,20,02-20,2,0.01,3.201569,-1.036985,0.01
28,2,02-20,02,02-12-20,2,0.18,-4.790927,5.939533,0.18
28,2,02-20,20,02-12-20,2,0.82,7.268681,-6.537983,0.82
29,3,02-12-20,02,02-12-20,3,0.36,-3.756847,8.090646,0.36
29,3,02-12-20,12,02-12-20,3,0.31,2.000757,8.060454,0.31
29,3,02-12-20,20,02-12-20,3,0.33,8.333827,-3.700397,0.33
30,2,02-20,02,02-20,2,0.41,-2.333656,6.87609,0.41
30,2,02-20,20,02-20,2,0.59,7.114195,-3.93906,0.59
31,2,02-20,02,01-02-20-22,2,0.68,-3.648325,8.017555,0.68
31,2,02-20,20,01-02-20-22,2,0.32,6.399039,-4.78669,0.32
32,3,02-20-22,22,02-10-20-22,3,0.39,1.360967,2.40794,0.39
32,3,02-20-22,02,02-10-20-22,3,0.35,-4.943643,8.293211,0.35
32,3,02-20-22,20,02-10-20-22,3,0.26,6.862435,-3.44725,0.26
33,3,12-20-22,22,12-20-22,3,0.33,1.821886,2.838971,0.33
33,3,12-20-22,12,12-20-22,3,0.31,-3.891339,8.134095,0.31
33,3,12-20-22,20,12-20-22,3,0.36,7.961098,-3.547955,0.36
34,3,02-20-22,02,02-20,3,0.5,-4.372214,8.025655,0.5
34,3,02-20-22,20,02-20,3,0.44,6.841703,-4.163892,0.44
34,3,02-20-22,22,02-20,3,0.06,1.393774,1.893348,0.06
35,3,02-12-20,02,02-12-20,3,0.28,-4.92785,6.528058,0.28
35,3,02-12-20,12,02-12-20,3,0.37,1.497093,6.513583,0.37
35,3,02-12-20,20,02-12-20,3,0.35,6.967494,-0.781126,0.35
36,1,02,02,01-02,1,1,-7.486528,5.438304,1
37,1,20,20,20,1,1,8.301836,-4.238387,1
38,2,02-20,20,02-20,2,0.15,4.934081,-4.217814,0.15
38,2,02-20,02,02-20,2,0.85,-7.234459,6.799599,0.85
