1	3	32	-4.449896	7.106816
1	3	30	5.084895	-5.864767
1	3	38	-1.142867	0.665561
2	2	76	5.825180	-1.324511
2	2	24	-5.418212	3.956073
3	3	44	-0.570038	5.583904
3	3	27	5.706189	-3.397960
3	3	29	5.699541	1.562632
4	3	21	7.681894	-4.712001
4	3	74	-4.786754	8.532659
4	3	5	6.215525	1.891470
5	2	45	6.738039	-5.724042
5	2	55	-2.796753	7.247643
6	3	65	7.065415	-4.387768
6	3	21	0.604590	4.010080
6	3	14	-5.249295	4.010083
7	3	22	-4.352902	5.944601
7	3	42	-2.290240	0.212454
7	3	36	6.461857	-4.896182
8	2	79	4.086986	-8.035214
8	2	21	-2.219903	3.951381
9	3	52	-0.329728	-1.175724
9	3	21	5.609354	-6.104727
9	3	27	-5.795320	5.452965
10	3	22	6.158877	-5.600941
10	3	30	0.286960	-3.166737
10	3	48	-6.284634	6.867704
11	1	100	6.595335	-5.277839
12	2	59	0.497446	-9.416700
12	2	41	6.773673	-9.422998
13	1	100	-3.815327	7.128302
14	1	100	-0.196667	5.933637
15	3	38	-1.585646	-0.812847
15	3	36	-7.440898	5.463385
15	3	26	4.833542	-6.554440
16	2	83	-4.465070	2.505039
16	2	17	3.598216	-1.516243
17	3	16	-5.760678	6.869521
17	3	67	7.087276	-5.599045
17	3	17	0.811047	6.868400
18	2	44	8.132889	-1.653846
18	2	56	5.477521	3.873052
19	2	32	-3.122982	7.172450
19	2	68	3.214034	3.224802
20	3	27	0.464398	-0.373127
20	3	36	-4.034949	5.710250
20	3	37	5.334792	-4.322660
21	3	50	8.029605	-6.356725
21	3	27	-2.250288	6.353810
21	3	23	8.029605	0.033982
22	2	62	-0.102886	6.672932
22	2	38	6.862435	-3.929702
23	2	56	5.693904	-4.919485
23	2	44	-4.361084	6.886589
24	2	81	-3.790869	8.082788
24	2	19	7.298159	-4.360871
25	5	59	7.259745	-6.290363
25	5	18	2.137494	-0.475909
25	5	4	-2.236070	-0.382723
25	5	10	-2.236080	5.918734
25	5	9	2.137489	5.825552
26	3	56	-4.216602	6.458080
26	3	29	-0.460564	0.172433
26	3	15	5.491831	-4.685452
27	2	99	-9.655789	6.536265
27	2	1	3.201569	-1.036985
28	2	18	-4.790927	5.939533
28	2	82	7.268681	-6.537983
29	3	33	8.333827	-3.700397
29	3	31	2.000757	8.060454
29	3	36	-3.756847	8.090646
30	2	59	7.114195	-3.939060
30	2	41	-2.333656	6.876090
31	2	68	-3.648325	8.017555
31	2	32	6.399039	-4.786690
32	3	26	6.862435	-3.447250
32	3	39	1.360967	2.407940
32	3	35	-4.943643	8.293211
33	3	33	1.821886	2.838971
33	3	31	-3.891339	8.134095
33	3	36	7.961098	-3.547955
34	3	50	-4.372214	8.025655
34	3	44	6.841703	-4.163892
34	3	6	1.393774	1.893348
35	3	35	6.967494	-0.781126
35	3	28	-4.927850	6.528058
35	3	37	1.497093	6.513583
36	1	100	-7.486528	5.438304
37	1	100	8.301836	-4.238387
38	2	85	-7.234459	6.799599
38	2	15	4.934081	-4.217814
39	3	19	-5.962720	5.265514
39	3	56	-0.212520	-1.207161
39	3	25	6.402523	-7.485208
40	1	100	-3.982105	8.532659
41	2	99	-5.987313	6.999569
41	2	1	5.675912	-3.603494
42	1	100	-7.861319	7.677090
43	3	53	6.848835	-3.490481
43	3	21	-4.315289	5.146814
43	3	26	0.392516	5.146675
44	3	37	-3.122817	1.165707
44	3	35	6.104774	-4.942365
44	3	28	-5.476331	6.238322
45	3	27	-4.226149	1.601948
45	3	49	5.038476	-3.691060
45	3	24	-4.538428	5.568743
46	3	56	5.766724	-4.152049
46	3	33	-3.828261	6.980894
46	3	11	4.921984	2.312172
47	2	13	6.402946	-1.722225
47	2	87	-6.398032	8.066310
48	2	68	0.883124	7.462904
48	2	32	-4.996434	7.462922
49	1	100	-5.231843	6.026689
50	2	96	7.698054	-9.014506
50	2	4	-4.105027	1.603828
51	3	52	5.980753	-5.209714
51	3	32	1.277135	-2.044007
51	3	16	-2.285932	4.232741
52	2	94	5.506596	-8.312255
52	2	6	-6.939354	3.292755
53	3	45	-4.556331	-0.198390
53	3	31	-4.556369	5.888160
53	3	24	6.029827	-6.808400
54	4	34	5.762179	-4.154045
54	4	32	-3.334336	7.397836
54	4	21	1.163155	1.621896
54	4	13	4.486398	1.621896
55	2	15	-2.329046	3.492664
55	2	85	7.884116	-7.078935
56	2	88	5.640154	-9.502984
56	2	12	-1.806138	2.855072
57	3	33	-4.767042	5.111663
57	3	31	0.434397	-0.401672
57	3	36	6.814570	-4.258098
58	2	98	6.446657	-9.493981
58	2	2	-3.191946	2.939736
59	3	30	0.402425	-1.474460
59	3	48	-6.150230	5.036722
59	3	22	6.095843	-3.892619
60	2	34	7.387876	-1.940254
60	2	66	1.729732	5.829046
61	1	100	9.100868	-5.757637
62	3	35	-4.262197	5.580589
62	3	62	1.346514	5.580014
62	3	3	7.489688	-0.572890
63	3	28	7.713622	-3.048816
63	3	43	-5.214650	6.447479
63	3	29	1.296205	2.037123
64	2	63	-4.729262	5.779714
64	2	37	6.892404	-4.505913
65	2	66	-5.321261	7.431017
65	2	34	6.596361	-3.969919
66	3	44	-0.402996	-0.525657
66	3	31	-6.534112	4.295172
66	3	25	5.423608	-6.863336
67	3	30	1.009302	-0.495173
67	3	54	7.448711	-4.911076
67	3	16	-3.174998	5.994602
68	3	51	2.610682	2.055473
68	3	46	7.532892	-4.232004
68	3	3	-0.220220	8.193692
69	3	21	-2.134377	7.641455
69	3	41	7.357864	-3.357040
69	3	38	2.001575	2.759984
70	3	33	7.247129	-7.568382
70	3	29	1.403727	-2.329335
70	3	38	-5.070348	5.578732
71	2	36	5.656054	-2.719166
71	2	64	-4.808379	6.493266
72	2	46	5.664803	-10.306315
72	2	54	0.298021	-4.817490
73	2	51	-3.921532	6.560865
73	2	49	7.026747	-4.558910
74	3	27	-7.598779	6.565512
74	3	53	-1.363237	-4.487835
74	3	20	4.368006	-4.487836
75	3	38	-6.800390	6.401756
75	3	41	-0.567187	0.005408
75	3	21	5.378093	-4.609323
76	1	100	8.902278	-3.535933
77	2	17	-5.652807	6.795701
77	2	83	6.430726	-4.659472
78	2	99	-4.939601	9.728703
78	2	1	4.633388	0.363737
79	3	21	2.470505	3.117006
79	3	56	7.644825	-3.319330
79	3	23	-3.795471	6.945455
80	2	45	9.454492	-4.000890
80	2	55	9.048204	2.583447
81	3	41	0.526569	8.801799
81	3	46	-5.701605	8.801799
81	3	13	5.980937	-3.352634
82	2	79	5.898205	-7.591677
82	2	21	-5.241215	4.157222
83	1	100	-7.213273	6.759263
84	2	84	-5.341354	8.080034
84	2	16	6.261016	-3.319772
85	3	47	-1.283923	-1.136134
85	3	15	4.403215	-7.657549
85	3	38	-7.112655	5.176620
86	3	64	-2.361571	-0.523712
86	3	31	-6.995626	5.416354
86	3	5	3.128133	-6.863004
87	2	91	6.557831	-7.605417
87	2	9	-2.160101	4.778663
88	2	78	-3.395455	8.711478
88	2	22	6.301898	-2.306521
89	1	100	-3.818388	9.454492
90	1	100	6.252715	-3.283676
91	3	61	-3.353946	-3.923824
91	3	16	-9.443670	2.010599
91	3	23	2.708376	-10.074038
92	3	54	-4.369781	0.735058
92	3	3	1.413367	-5.284136
92	3	43	-10.821956	6.010107
93	2	88	-5.051435	7.201467
93	2	12	6.811628	-0.495016
94	1	100	7.686421	-10.332359
95	2	18	7.134138	-1.019766
95	2	82	-3.437458	8.539260
96	4	20	-4.536930	7.343121
96	4	38	7.133423	-2.124591
96	4	34	1.131150	7.285931
96	4	8	-4.518423	0.880277
97	2	75	5.209381	-9.315446
97	2	25	-3.832256	3.357115
98	2	90	6.433163	-7.563821
98	2	10	-0.449139	4.971232
99	3	28	6.274291	-3.484529
99	3	70	5.023821	1.737759
99	3	2	1.895059	7.150214
100	2	61	2.699359	1.769107
100	2	39	-4.553400	5.899281
101	4	36	1.438688	7.546619
101	4	7	-2.458903	8.379539
101	4	34	7.255889	-4.559728
101	4	23	6.749037	1.768106
102	2	82	-6.298713	8.519476
102	2	18	6.596810	-2.593007
103	1	100	-9.464689	9.043389
104	4	16	-5.733321	6.775533
104	4	59	6.574287	-5.567921
104	4	19	0.739501	3.996825
104	4	6	-5.733316	0.224940
105	2	90	-6.309740	7.687709
105	2	10	6.388995	-4.094319
106	2	47	7.639292	-2.218157
106	2	53	-4.644536	4.998370
107	2	77	-0.032045	7.621538
107	2	23	6.495927	-2.425887
108	2	73	-0.145175	7.726490
108	2	27	6.480527	-2.305423
109	1	100	7.371343	-2.657560
110	2	96	7.501125	-5.852406
110	2	4	-1.636572	4.588409
111	2	62	7.186187	-2.871510
111	2	38	1.821693	5.543134
112	3	23	6.214874	-7.269725
112	3	46	-5.208389	4.787196
112	3	31	0.574974	-1.734031
113	3	18	1.402496	6.727114
113	3	81	7.696171	-6.066772
113	3	1	-2.009015	6.727179
114	2	88	-0.641670	6.665687
114	2	12	5.759615	-3.360065
115	3	31	7.401265	1.248753
115	3	36	7.402084	-4.243279
115	3	33	-3.407036	7.369625
116	3	50	6.641225	-3.093941
116	3	42	1.441182	3.663045
116	3	8	-3.020240	5.688187
117	2	14	4.713756	-3.788439
117	2	86	-4.948610	8.579117
118	3	29	8.345276	-0.974819
118	3	23	-2.222791	6.274299
118	3	48	3.770724	5.411666
119	2	56	6.939603	-4.644680
119	2	44	-4.916923	5.999300
120	2	43	-3.261201	6.154868
120	2	57	9.274733	-1.429215
121	3	48	-4.164263	6.904478
121	3	40	6.297174	-4.170375
121	3	12	1.721715	6.903398
122	3	68	-6.209614	5.628228
122	3	15	4.869771	-5.653770
122	3	17	4.869771	0.550931
123	2	21	-4.435436	6.550849
123	2	79	6.219712	-6.227979
