parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,basinDiscret
1,2,02-20,02,02-20,2,0.89,-2.95763,6.040096,0.89
1,2,02-20,20,02-20,2,0.11,4.129728,-1.179183,0.11
2,2,02-20,02,02-20,2,0.59,-3.843304,6.143206,0.59
2,2,02-20,20,02-20,2,0.41,6.823823,-2.26455,0.41
3,3,00-02-20,02,00-02-20,3,0.09,-5.792971,3.424773,0.09
3,3,00-02-20,20,00-02-20,3,0.45,6.603982,-8.829926,0.45
3,3,00-02-20,00,00-02-20,3,0.46,0.182429,-3.119799,0.46
4,2,02-20,02,00-02-20,2,0.22,-6.489511,6.324718,0.22
4,2,02-20,20,00-02-20,2,0.78,4.662853,-5.441686,0.78
5,2,02-20,20,02-20,2,0.14,5.275496,-0.793571,0.14
5,2,02-20,02,02-20,2,0.86,-4.930137,5.794373,0.86
6,2,02-20,20,02-20,2,0.87,7.182826,-5.108961,0.87
6,2,02-20,02,02-20,2,0.13,-3.412548,6.894597,0.13
7,2,02-20,02,02-20,2,0.66,-5.472999,6.155326,0.66
7,2,02-20,20,02-20,2,0.34,6.738171,-2.802332,0.34
8,2,02-20,02,02-12-20,2,0.82,-7.472991,6.631541,0.82
8,2,02-20,20,02-12-20,2,0.18,4.902394,-3.035098,0.18
9,3,00-02-20,20,00-02-20,3,0.23,3.10521,-7.808277,0.23
9,3,00-02-20,00,00-02-20,3,0.62,-2.82894,-1.522893,0.62
9,3,00-02-20,02,00-02-20,3,0.15,-9.224874,3.716378,0.15
10,2,02-20,02,02-20,2,0.84,-2.728489,6.02299,0.84
10,2,02-20,20,02-20,2,0.16,4.023884,-5.129275,0.16
11,3,00-02-20,02,00-02-20,3,0.25,-7.779792,4.073119,0.25
11,3,00-02-20,00,00-02-20,3,0.69,-2.629017,-2.040943,0.69
11,3,00-02-20,20,00-02-20,3,0.06,3.130348,-5.925819,0.06
12,2,02-20,02,02-20,2,0.18,-5.726057,4.129728,0.18
12,2,02-20,20,02-20,2,0.82,4.772854,-5.350627,0.82
13,3,01-02-20,02,01-02-10-20,3,0.44,-3.912653,5.133124,0.44
13,3,01-02-20,01,01-02-10-20,3,0.36,-3.912652,1.190245,0.36
13,3,01-02-20,20,01-02-10-20,3,0.2,5.454607,-1.619249,0.2
14,3,00-02-20,20,00-02-12-20,3,0.48,5.56824,-9.153439,0.48
14,3,00-02-20,00,00-02-12-20,3,0.44,-0.969149,-3.371297,0.44
14,3,00-02-20,02,00-02-12-20,3,0.08,-5.140903,2.154831,0.08
15,2,02-20,02,02-20,2,0.4,-3.635294,6.662705,0.4
15,2,02-20,20,02-20,2,0.6,7.763379,-1.631407,0.6
16,3,02-12-20,02,00-02-12-20,3,0.26,-4.006441,6.352769,0.26
16,3,02-12-20,20,00-02-12-20,3,0.59,6.469915,-4.65925,0.59
16,3,02-12-20,12,00-02-12-20,3,0.15,1.697859,6.351525,0.15
17,2,02-20,20,02-20,2,0.65,5.964096,-3.356769,0.65
17,2,02-20,02,02-20,2,0.35,-4.056114,5.877892,0.35
18,2,02-20,02,02-20,2,0.4,-4.488758,5.789254,0.4
18,2,02-20,20,02-20,2,0.6,6.181422,-5.61519,0.6
19,2,02-20,02,00-02-20,2,0.77,-4.699601,6.914025,0.77
19,2,02-20,20,00-02-20,2,0.23,5.735728,-5.25913,0.23
20,2,02-20,20,02-20,2,0.87,6.464157,-6.342735,0.87
20,2,02-20,02,02-20,2,0.13,-4.756005,4.945851,0.13
21,2,02-20,20,02-20,2,0.42,6.622161,-1.708912,0.42
21,2,02-20,02,02-20,2,0.58,-4.674304,5.10022,0.58
22,2,02-20,20,02-20,2,0.07,4.972322,-3.820799,0.07
22,2,02-20,02,02-20,2,0.93,-4.647325,7.601237,0.93
23,3,00-02-20,02,00-02-20,3,0.4,-5.130935,6.199626,0.4
23,3,00-02-20,20,00-02-20,3,0.47,6.797497,-5.207312,0.47
23,3,00-02-20,00,00-02-20,3,0.13,0.549467,0.165517,0.13
24,2,02-20,20,02-10-20,2,0.82,7.538427,-5.877575,0.82
24,2,02-20,02,02-10-20,2,0.18,-3.750158,6.608087,0.18
25,3,02-12-20,12,02-12-20,3,0.16,0.994508,5.155011,0.16
25,3,02-12-20,02,02-12-20,3,0.13,-3.429825,5.169302,0.13
25,3,02-12-20,20,02-12-20,3,0.71,6.328536,-6.787052,0.71
26,3,00-02-20,20,00-02-20,3,0.27,3.763124,-8.867063,0.27
26,3,00-02-20,02,00-02-20,3,0.17,-7.123484,3.005918,0.17
26,3,00-02-20,00,00-02-20,3,0.56,-1.742912,-2.633112,0.56
27,3,02-20-22,02,02-20,3,0.89,-8.647209,6.430677,0.89
27,3,02-20-22,20,02-20,3,0.09,4.326156,-1.813363,0.09
