parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,basinDiscret
1,3,02-12-20,02,02-12-20,3,0.13,-3.514627,6.122799,0.13
1,3,02-12-20,12,02-12-20,3,0.28,2.216557,5.969715,0.28
1,3,02-12-20,20,02-12-20,3,0.59,8.149142,-4.046726,0.59
2,1,02,02,02,1,1,-6.646531,6.555488,1
3,2,02-20,20,02-12-20,2,0.34,3.037384,-0.560197,0.34
3,2,02-20,02,02-12-20,2,0.66,-3.070289,7.961072,0.66
4,1,20,20,02-20,1,1,6.432028,-7.349906,1
5,2,10-20,20,02-10-20,2,0.3,3.570038,-10.360608,0.3
5,2,10-20,10,02-10-20,2,0.7,0.621629,-10.360605,0.7
6,1,02,02,02,1,1,-4.747724,8.087139,1
7,2,02-20,20,02-20,2,0.92,6.624615,-8.894284,0.92
7,2,02-20,02,02-20,2,0.08,-4.481497,4.018049,0.08
8,2,02-20,20,02-20,2,0.51,7.057286,-3.391242,0.51
8,2,02-20,02,02-20,2,0.49,-2.176766,6.813824,0.49
9,2,02-12,02,02-12-20,2,0.17,-3.614778,7.910614,0.17
9,2,02-12,12,02-12-20,2,0.83,1.312094,7.91031,0.83
10,2,02-20,20,01-02-11-12-20,2,0.25,4.178591,-5.221748,0.25
10,2,02-20,02,01-02-11-12-20,2,0.75,-7.981728,4.648246,0.75
11,3,00-01-20,00,00-01-20,3,0.49,-0.400225,-1.378678,0.49
11,3,00-01-20,20,00-01-20,3,0.46,5.185579,-6.557695,0.46
11,3,00-01-20,01,00-01-20,3,0.05,-0.400227,1.196359,0.05
12,3,02-10-20,02,02-10-20,3,0.62,-5.003855,5.022688,0.62
12,3,02-10-20,20,02-10-20,3,0.16,6.212376,-3.25567,0.16
12,3,02-10-20,10,02-10-20,3,0.22,0.537517,-3.225548,0.22
13,2,02-20,20,02-20,2,0.28,5.15144,-1.879449,0.28
13,2,02-20,02,02-20,2,0.72,-6.769489,5.392764,0.72
14,3,02-20-22,02,02-20,3,0.04,0.671781,6.961603,0.04
14,3,02-20-22,20,02-20,3,0.59,4.685273,-5.611438,0.59
14,3,02-20-22,22,02-20,3,0.37,2.726027,3.620092,0.37
15,1,20,20,20,1,1,5.618098,-3.18425,1
16,2,02-20,02,00-02-20,2,0.83,-3.855653,7.057286,0.83
16,2,02-20,20,00-02-20,2,0.17,5.998297,-2.783557,0.17
17,2,02-20,02,02-20,2,0.62,-1.268116,7.011559,0.62
