Phase,Count,Frequency
00-01-20,9,9e-4
00-02,32,0.0032
00-02-10,10,0.001
00-02-12-20,12,0.0012
00-02-12-20-21,1,1e-4
00-02-20,987,0.0987
00-02-20-21,16,0.0016
00-02-20-22,25,0.0025
00-12-20,1,1e-4
00-20,34,0.0034
01-02,18,0.0018
01-02-10-20,36,0.0036
01-02-10-20-22,1,1e-4
01-02-11-12,1,1e-4
01-02-11-12-20,24,0.0024
01-02-11-20,2,2e-4
01-02-12-20,14,0.0014
01-02-20,463,0.0463
01-02-20-21-22,1,1e-4
01-02-20-22,31,0.0031
01-02-21,1,1e-4
01-02-21-22,3,3e-4
01-12,1,1e-4
01-12-20,1,1e-4
01-20,2,2e-4
02,474,0.0474
02-10,5,5e-4
02-10-11-20,1,1e-4
02-10-11-20-21,38,0.0038
02-10-12-20-22,2,2e-4
02-10-20,420,0.042
02-10-20-21,15,0.0015
02-10-20-22,26,0.0026
02-11-12-20,2,2e-4
02-11-20,1,1e-4
02-11-20-21,1,1e-4
02-11-21,12,0.0012
02-12,56,0.0056
02-12-20,551,0.0551
02-12-20-21,64,0.0064
02-12-20-22,17,0.0017
02-12-21,17,0.0017
02-20,4138,0.4138
02-20-21,506,0.0506
02-20-21-22,14,0.0014
02-20-22,743,0.0743
02-21,150,0.015
02-21-22,24,0.0024
02-22,138,0.0138
10-11-20-21,2,2e-4
10-12-20,1,1e-4
10-12-20-22,8,8e-4
10-20,20,0.002
11-12,2,2e-4
11-12-20,4,4e-4
11-12-20-22,1,1e-4
11-12-21-22,2,2e-4
11-21,1,1e-4
12,10,0.001
12-20,127,0.0127
12-20-21,14,0.0014
12-20-22,39,0.0039
12-21,1,1e-4
12-21-22,1,1e-4
12-22,9,9e-4
20,423,0.0423
20-21,38,0.0038
20-22,122,0.0122
21,12,0.0012
21-22,3,3e-4
22,19,0.0019
