parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,GRHL2,ZEB,miR200,SLUG,basinDiscret
1,3,0313-1010-1013,0313,0113-0303-1010-1013,3,0.2,1.67099,7.79924,-2.285521,5.32281,0.2
1,3,0313-1010-1013,1010,0113-0303-1010-1013,3,0.45,6.896725,-9.352825,5.291923,0.294615,0.45
1,3,0313-1010-1013,1013,0113-0303-1010-1013,3,0.35,6.896643,-3.174106,3.92364,5.32281,0.35
2,1,0303,0303,0303-1003,1,1,1.485082,10.009112,-4.742178,6.88514,1
3,4,0010-0013-0303-0310,0310,0010-0013-0303,4,0.11,-5.648064,4.957873,0.932645,2.64336,0.11
3,4,0010-0013-0303-0310,0013,0010-0013-0303,4,0.33,0.585571,-1.69061,3.173536,6.585907,0.33
3,4,0010-0013-0303-0310,0303,0010-0013-0303,4,0.16,-5.648064,10.154066,-2.990062,6.585907,0.16
3,4,0010-0013-0303-0310,0010,0010-0013-0303,4,0.4,0.585571,-5.798611,7.096201,2.64336,0.4
4,4,0010-0013-0300-0303,0303,0010-0013-0300-0303,4,0.15,-1.832494,8.675276,-2.985465,6.769607,0.15
4,4,0010-0013-0300-0303,0010,0010-0013-0300-0303,4,0.62,4.567639,-6.391912,6.480761,0.998357,0.62
4,4,0010-0013-0300-0303,0013,0010-0013-0300-0303,4,0.05,4.567639,-1.514419,3.196695,6.769607,0.05
4,4,0010-0013-0300-0303,0300,0010-0013-0300-0303,4,0.18,-1.545632,4.22215,0.357027,0.998357,0.18
5,1,1010,1010,1010,1,1,7.397266,-17.611199,5.039884,-3.636547,1
6,3,0313-1010-1013,1013,0113-0303-1010-1013,3,0.52,6.896725,-5.413895,3.909217,5.320697,0.52
6,3,0313-1010-1013,0313,0113-0303-1010-1013,3,0.17,0.319574,5.692985,-1.494452,5.320697,0.17
6,3,0313-1010-1013,1010,0113-0303-1010-1013,3,0.31,6.896725,-8.814184,5.291925,0.553599,0.31
7,3,0010-0013-0303,0010,0010-0013-0303,3,0.84,5.046124,-7.366975,6.979063,2.207647,0.84
7,3,0010-0013-0303,0013,0010-0013-0303,3,0.1,5.046124,-2.195612,0.570896,6.32076,0.1
7,3,0010-0013-0303,0303,0010-0013-0303,3,0.06,-1.065004,9.066285,-4.658297,6.32076,0.06
8,1,1010,1010,1010,1,1,7.397266,-16.496472,5.039852,-3.334831,1
9,4,0303-0311-1011-1013,0303,0303-0311-1011-1013,4,0.54,0.914548,9.779368,-2.201035,7.15036,0.54
9,4,0303-0311-1011-1013,0311,0303-0311-1011-1013,4,0.05,0.914554,3.749137,2.368056,4.432964,0.05
9,4,0303-0311-1011-1013,1013,0303-0311-1011-1013,4,0.35,5.439486,-2.317976,2.035296,7.15036,0.35
9,4,0303-0311-1011-1013,1011,0303-0311-1011-1013,4,0.06,5.439486,-2.414621,6.551081,4.432964,0.06
10,4,0210-0300-0303-1010,0303,0210-0300-0303-1010,4,0.42,1.039166,8.372852,-4.878946,6.237653,0.42
10,4,0210-0300-0303-1010,0300,0210-0300-0303-1010,4,0.17,1.039166,2.859929,1.20392,-0.162488,0.17
10,4,0210-0300-0303-1010,1010,0210-0300-0303-1010,4,0.3,6.688724,-8.496155,7.141977,-0.162488,0.3
10,4,0210-0300-0303-1010,0210,0210-0300-0303-1010,4,0.11,1.041696,-0.016062,7.141938,-0.162488,0.11
11,3,0010-0300-0303,0300,0010-0300-0303,3,0.15,-0.523822,3.735658,1.05448,0.144046,0.15
