parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,GRHL2,ZEB,miR200,SLUG,basinDiscret
1,1,1010,1010,0312-1010-1012,1,1,5.970819,-15.929432,7.057502,-0.060018,1
2,4,0303-0310-1010-1013,0310,0303-0310-1010-1013,4,0.29,1.795034,2.129437,2.751654,0.997722,0.29
2,4,0303-0310-1010-1013,1010,0303-0310-1010-1013,4,0.14,7.188022,-9.613993,7.053188,0.997722,0.14
2,4,0303-0310-1010-1013,1013,0303-0310-1010-1013,4,0.18,7.188022,-4.714143,2.13743,7.482314,0.18
2,4,0303-0310-1010-1013,0303,0303-0310-1010-1013,4,0.39,1.795033,12.529697,-2.164104,7.482314,0.39
3,3,0210-0300-1010,1010,0210-0300-1010,3,0.46,5.10498,-13.114289,4.324092,-3.817012,0.46
3,3,0210-0300-1010,0210,0210-0300-1010,3,0.15,-1.320661,-0.295721,4.324092,-3.817014,0.15
3,3,0210-0300-1010,0300,0210-0300-1010,3,0.39,-1.324578,3.975032,-0.229168,-3.817014,0.39
4,3,1010-1013-1303,1010,1010-1013-1303,3,0.64,6.467126,-13.284116,6.418227,-0.090119,0.64
4,3,1010-1013-1303,1013,1010-1013-1303,3,0.26,6.467126,-6.978227,3.827168,6.023134,0.26
4,3,1010-1013-1303,1303,1010-1013-1303,3,0.1,3.777062,3.222322,-1.78133,6.023134,0.1
5,2,0310-1010,1010,0310-1010,2,0.4,6.381824,-8.90062,7.35749,-0.120232,0.4
5,2,0310-1010,0310,0310-1010,2,0.6,-0.08125,1.464014,2.820001,-0.120232,0.6
6,3,1003-1010-1303,1303,1003-1010-1303,3,0.16,5.178795,3.883957,-9.460943,7.385375,0.16
6,3,1003-1010-1303,1010,1003-1010-1303,3,0.58,7.461598,-13.833612,2.303373,1.789702,0.58
6,3,1003-1010-1303,1003,1003-1010-1303,3,0.26,7.461598,-1.528446,-4.085528,7.385375,0.26
7,2,0300-1010,0300,0300-1010,2,0.65,-0.574984,7.236671,-0.295459,-4.900759,0.65
7,2,0300-1010,1010,0300-1010,2,0.35,6.034007,-8.523105,5.209471,-4.900785,0.35
8,4,0300-0303-1003-1010,0300,0300-0303-1003-1010,4,0.18,2.325496,3.398269,0.885233,2.055222,0.18
8,4,0300-0303-1003-1010,1010,0300-0303-1003-1010,4,0.69,8.616749,-11.091842,5.31303,2.055222,0.69
8,4,0300-0303-1003-1010,0303,0300-0303-1003-1010,4,0.06,2.325496,8.339248,-5.662421,5.700679,0.06
8,4,0300-0303-1003-1010,1003,0300-0303-1003-1010,4,0.07,8.616749,-3.619101,-1.234625,5.700679,0.07
9,4,0300-0303-1010-1103,1103,0300-0303-1010-1103,4,0.02,5.920762,-2.93058,-7.336209,5.708061,0.02
9,4,0300-0303-1010-1103,0300,0300-0303-1010-1103,4,0.3,0.385626,3.522799,-1.080409,-0.579596,0.3
9,4,0300-0303-1010-1103,1010,0300-0303-1010-1103,4,0.61,5.920762,-14.706194,5.155063,-0.579596,0.61
9,4,0300-0303-1010-1103,0303,0300-0303-1010-1103,4,0.07,0.385625,9.523451,-7.336213,5.708061,0.07
10,4,0210-0303-1010-1013,1013,0210-0303-1010-1013,4,0.11,6.605152,-6.444275,-0.222871,7.12394,0.11
10,4,0210-0303-1010-1013,1010,0210-0303-1010-1013,4,0.25,6.605152,-11.577599,6.381728,1.711537,0.25
10,4,0210-0303-1010-1013,0210,0210-0303-1010-1013,4,0.38,0.498639,-0.763146,6.380504,1.711537,0.38
10,4,0210-0303-1010-1013,0303,0210-0303-1010-1013,4,0.26,0.498639,7.610948,-5.684815,7.12394,0.26
11,4,1010-1103-1300-1303,1010,1010-1103-1300-1303,4,0.33,7.435302,-11.297053,5.155063,-0.931128,0.33
11,4,1010-1103-1300-1303,1103,1010-1103-1300-1303,4,0.26,7.435302,-1.665462,-6.434997,5.708061,0.26
11,4,1010-1103-1300-1303,1303,1010-1103-1300-1303,4,0.21,4.943631,4.109502,-6.434998,5.708061,0.21
11,4,1010-1103-1300-1303,1300,1010-1103-1300-1303,4,0.2,4.943631,-0.00142,0.15217,-0.931128,0.2
12,4,0301-0303-1011-1013,0303,0301-0303-1011-1013-1111-1113,4,0.25,3.067292,9.718004,-2.595787,9.137274,0.25
12,4,0301-0303-1011-1013,1013,0301-0303-1011-1013-1111-1113,4,0.31,7.923887,-7.13391,3.477564,9.137274,0.31
12,4,0301-0303-1011-1013,1011,0301-0303-1011-1013-1111-1113,4,0.21,7.923887,-7.13391,6.239714,2.651914,0.21
12,4,0301-0303-1011-1013,0301,0301-0303-1011-1013-1111-1113,4,0.23,3.067292,9.718004,0.166362,2.651914,0.23
13,2,0310-1010,0310,0310-1010,2,0.22,2.036822,1.084013,2.521161,0.166321,0.22
13,2,0310-1010,1010,0310-1010,2,0.78,8.64815,-10.716616,8.552215,0.166321,0.78
14,3,0303-1003-1010,1010,0303-1003-1010,3,0.37,5.790754,-15.418844,6.239483,1.175812,0.37
14,3,0303-1003-1010,1003,0303-1003-1010,3,0.36,5.790754,-2.869113,-0.298303,7.194177,0.36
14,3,0303-1003-1010,0303,0303-1003-1010,3,0.27,0.3214,8.907619,-4.446486,7.194177,0.27
15,3,0301-0303-1001,1001,0301-0303-1001,3,0.03,6.285381,-7.480881,0.892042,4.714376,0.03
15,3,0301-0303-1001,0303,0301-0303-1001,3,0.92,1.212313,9.995058,-5.035985,9.271718,0.92
15,3,0301-0303-1001,0301,0301-0303-1001,3,0.05,1.212313,3.744596,-5.035985,4.714376,0.05
16,4,0300-0301-1010-1011,0300,0300-0301-1010-1011,4,0.25,-0.143011,4.544536,-0.19552,-1.606608,0.25
16,4,0300-0301-1010-1011,1010,0300-0301-1010-1011,4,0.26,5.987736,-11.657738,6.437682,-1.606608,0.26
16,4,0300-0301-1010-1011,1011,0300-0301-1010-1011,4,0.28,5.987736,-11.570058,6.437675,4.612153,0.28
16,4,0300-0301-1010-1011,0301,0300-0301-1010-1011,4,0.21,-0.143011,4.627712,-0.195526,4.612153,0.21
17,1,0303,0303,0303,1,1,3.038582,11.132942,-4.830541,7.386519,1
18,3,1013-1110-1303,1013,1010-1013-1110-1303,3,0.03,6.115978,-4.254805,0.276061,6.419784,0.03
18,3,1013-1110-1303,1303,1010-1013-1110-1303,3,0.26,0.198997,5.309876,-4.987712,6.419784,0.26
18,3,1013-1110-1303,1110,1010-1013-1110-1303,3,0.71,6.115978,-1.720715,5.739985,3.140663,0.71
19,3,0303-1010-1013,0303,0303-0310-1010-1013,3,0.33,4.116896,10.793825,-1.360013,7.11869,0.33
19,3,0303-1010-1013,1013,0303-0310-1010-1013,3,0.17,9.028217,-4.882665,3.573415,7.11869,0.17
19,3,0303-1010-1013,1010,0303-0310-1010-1013,3,0.5,9.028217,-10.231481,6.484139,2.255564,0.5
20,4,0303-0310-1003-1010,0310,0303-0310-1003-1010,4,0.09,-1.081325,1.24161,2.241011,2.844796,0.09
20,4,0303-0310-1003-1010,0303,0303-0310-1003-1010,4,0.45,-1.081325,8.375759,-3.690193,6.499902,0.45
20,4,0303-0310-1003-1010,1003,0303-0310-1003-1010,4,0.34,5.551949,-4.210951,1.084574,6.499902,0.34
20,4,0303-0310-1003-1010,1010,0303-0310-1003-1010,4,0.12,5.551949,-11.3451,7.015778,2.844796,0.12
21,3,0313-1010-1013,1010,0313-1010-1013,3,0.31,6.452412,-12.186111,8.622659,-0.470188,0.31
21,3,0313-1010-1013,1013,0313-1010-1013,3,0.29,6.452412,-5.690672,3.284398,6.005941,0.29
21,3,0313-1010-1013,0313,0313-1010-1013,3,0.4,1.000842,5.017189,-1.893257,6.005941,0.4
22,2,0300-1010,0300,0300-1010,2,0.37,-1.812014,3.208281,-2.264284,-3.189249,0.37
22,2,0300-1010,1010,0300-1010,2,0.63,4.725026,-10.74704,4.374906,-3.189249,0.63
23,4,0300-0303-1010-1013,1013,0300-0303-1010-1013,4,0.04,6.113304,-2.553751,1.750909,6.245024,0.04
23,4,0300-0303-1010-1013,1010,0300-0303-1010-1013,4,0.3,6.113304,-8.960188,5.979923,0.324251,0.3
23,4,0300-0303-1010-1013,0300,0300-0303-1010-1013,4,0.39,0.26048,3.746802,0.35967,0.324251,0.39
23,4,0300-0303-1010-1013,0303,0300-0303-1010-1013,4,0.27,0.26048,10.155742,-3.869345,6.245024,0.27
24,3,0303-1011-1013,0303,0303-1011-1013,3,0.17,0.064189,6.08002,-3.529648,8.703154,0.17
24,3,0303-1011-1013,1011,0303-1011-1013,3,0.05,6.644755,-13.652801,2.549589,2.150409,0.05
24,3,0303-1011-1013,1013,0303-1011-1013,3,0.78,6.644755,-7.350988,2.508422,8.703154,0.78
25,2,0010-0210,0010,0010-0210,2,0.41,4.06739,-6.868601,6.689732,-5.853369,0.41
25,2,0010-0210,0210,0010-0210,2,0.59,4.067389,-0.229411,4.38891,-5.85337,0.59
26,1,1303,1303,1303,1,1,2.066592,4.559734,-8.696001,8.052158,1
27,3,0303-1010-1013,1013,0303-1010-1013,3,0.15,6.381728,-5.214412,-0.274088,6.359732,0.15
27,3,0303-1010-1013,0303,0303-1010-1013,3,0.46,0.995735,9.712617,-5.736032,6.359732,0.46
27,3,0303-1010-1013,1010,0303-1010-1013,3,0.39,6.381728,-9.401925,6.3305110000000004,0.947331,0.39
28,3,0303-1010-1013,0303,0303-1010-1013,3,0.14,-1.206538,7.701301,-2.481956,6.137925,0.14
28,3,0303-1010-1013,1013,0303-1010-1013,3,0.28,5.073221,-10.155035,2.798486,6.137925,0.28
28,3,0303-1010-1013,1010,0303-1010-1013,3,0.58,5.073221,-16.661604,9.057649,-0.328175,0.58
29,3,0010-0013-0303,0010,0010-0013-0303,3,0.67,3.773365,-10.914188,7.588924,-0.224164,0.67
29,3,0010-0013-0303,0013,0010-0013-0303,3,0.19,3.773365,-5.963197,1.498122,6.219603,0.19
