parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,basinDiscret
1,2,00-20,00,00-20,2,0.67,0.111036,-3.638755,0.67
1,2,00-20,20,00-20,2,0.33,6.609136,-7.954951,0.33
2,2,02-20,20,02-20,2,0.91,7.532806,-2.034737,0.91
2,2,02-20,02,02-20,2,0.09,-2.484303,7.326202,0.09
3,2,02-20,02,02-10-11-20-21,2,0.41,-5.961225,6.439752,0.41
3,2,02-20,20,02-10-11-20-21,2,0.59,6.243444,-4.048955,0.59
4,3,02-12-20,20,00-02-12-20,3,0.77,6.955455,-5.507948,0.77
4,3,02-12-20,02,00-02-12-20,3,0.14,-4.515842,6.625029,0.14
4,3,02-12-20,12,00-02-12-20,3,0.09,1.740304,6.526359,0.09
5,2,02-20,20,00-02-20,2,0.21,4.631368,-4.682583,0.21
5,2,02-20,02,00-02-20,2,0.79,-6.61189,7.265452,0.79
6,2,02-20,02,00-02-20,2,0.64,-5.637287,6.348324,0.64
6,2,02-20,20,00-02-20,2,0.36,4.963425,-3.755898,0.36
7,2,02-20,20,01-02-20,2,0.69,6.38938,-6.082549,0.69
7,2,02-20,02,01-02-20,2,0.31,-0.211046,6.395197,0.31
8,1,02,02,00-02,1,1,-6.250311,5.773797,1
9,2,02-20,20,00-02-20,2,0.45,6.466609,-6.256934,0.45
9,2,02-20,02,00-02-20,2,0.55,-4.608013,4.863759,0.55
10,2,02-20,20,01-02-10-20,2,0.75,7.733282,-3.306657,0.75
10,2,02-20,02,01-02-10-20,2,0.25,-3.519512,6.551709,0.25
11,2,02-20,20,00-02-20-21,2,0.41,7.632648,-2.43203,0.41
11,2,02-20,02,00-02-20-21,2,0.59,-4.614343,6.425179,0.59
12,2,02-20,20,01-02-20,2,0.2,5.339507,-4.53003,0.2
12,2,02-20,02,01-02-20,2,0.8,-5.360289,7.414676,0.8
13,3,02-12-20,02,02-12-20-21,3,0.13,-5.799177,6.501063,0.13
13,3,02-12-20,20,02-12-20-21,3,0.6,6.96393,-3.862131,0.6
13,3,02-12-20,12,02-12-20-21,3,0.27,0.581243,6.494394,0.27
14,3,00-02-20,20,00-02-20,3,0.15,5.329959,-3.404682,0.15
14,3,00-02-20,02,00-02-20,3,0.36,-6.542558,7.288829,0.36
14,3,00-02-20,00,00-02-20,3,0.49,-0.566725,1.242198,0.49
15,1,20,20,02-20,1,1,6.649419,-5.877509,1
16,2,02-20,20,00-02-20,2,0.78,5.0686,-3.982688,0.78
16,2,02-20,02,00-02-20,2,0.22,-4.288374,6.226007,0.22
17,2,02-20,20,02-20,2,0.9,5.198373,-7.136798,0.9
17,2,02-20,02,02-20,2,0.1,-3.000283,5.003076,0.1
18,2,02-20,02,02-20,2,0.97,-5.200438,8.054174,0.97
18,2,02-20,20,02-20,2,0.03,5.087279,-2.05516,0.03
19,2,02-20,20,00-02-20,2,0.78,7.77659,-4.285369,0.78
19,2,02-20,02,00-02-20,2,0.22,-4.056491,6.258279,0.22
20,1,02,02,02-10-20,1,1,-5.661575,6.872266,1
21,2,02-20,02,00-02-20,2,0.62,-3.496455,6.640038,0.62
21,2,02-20,20,00-02-20,2,0.38,7.855619,-2.302215,0.38
22,3,02-12-20,20,02-12-20,3,0.62,6.897711,-1.495478,0.62
22,3,02-12-20,02,02-12-20,3,0.23,-3.182835,6.717555,0.23
22,3,02-12-20,12,02-12-20,3,0.15,2.699504,6.596339,0.15
23,2,02-20,02,02-20,2,0.2,-2.511701,4.867564,0.2
23,2,02-20,20,02-20,2,0.8,6.466639,-4.256628,0.8
24,2,02-20,02,02-12-20,2,0.37,-1.43613,7.687654,0.37
24,2,02-20,20,02-12-20,2,0.63,7.178377,-3.522588,0.63
25,3,01-02-20,01,00-02-20,3,0.38,-1.596689,1.450988,0.38
25,3,01-02-20,20,00-02-20,3,0.2,5.913215,-4.134379,0.2
25,3,01-02-20,02,00-02-20,3,0.42,-6.243634,6.373231,0.42
26,1,02,02,02,1,1,-9.905581,5.783915,1
27,2,02-20,20,00-02-20-21,2,0.35,7.18775,-5.510003,0.35
27,2,02-20,02,00-02-20-21,2,0.65,-5.760488,5.923964,0.65
28,2,00-02,02,00-02,2,0.11,-8.23178,4.950063,0.11
28,2,00-02,00,00-02,2,0.89,-3.08848,-0.204574,0.89
29,2,02-20,20,02-20-21,2,0.06,5.868735,-3.243482,0.06
