parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,basinDiscret
1,3,02-20-21,02,02-20-21,3,0.72,-2.355606,7.335025,0.72
1,3,02-20-21,20,02-20-21,3,0.23,5.478182,-3.985047,0.23
1,3,02-20-21,21,02-20-21,3,0.05,4.671863,1.143103,0.05
2,3,02-10-20,20,02-10-20,3,0.45,7.187499,-7.190184,0.45
2,3,02-10-20,02,02-10-20,3,0.26,-5.249261,5.436547,0.26
2,3,02-10-20,10,02-10-20,3,0.29,0.623189,-7.190067,0.29
3,3,01-02-20,20,01-02-20,3,0.02,2.205227,-1.023042,0.02
3,3,01-02-20,02,01-02-20,3,0.55,-10.268594,5.913319,0.55
3,3,01-02-20,01,01-02-20,3,0.43,-10.268549,0.788032,0.43
4,2,02-20,20,02-20,2,0.73,6.130405,-2.767202,0.73
4,2,02-20,02,02-20,2,0.27,-6.211564,7.423287,0.27
5,2,02-20,20,02-20,2,0.04,5.24201,-3.585235,0.04
5,2,02-20,02,02-20,2,0.96,-4.12543,6.160959,0.96
6,2,02-20,02,02-20,2,0.64,-2.03288,6.806574,0.64
6,2,02-20,20,02-20,2,0.36,5.875977,-4.091556,0.36
7,3,00-02-20,20,00-02-20,3,0.22,5.816762,-6.022356,0.22
7,3,00-02-20,02,00-02-20,3,0.39,-6.896364,6.333329,0.39
7,3,00-02-20,00,00-02-20,3,0.39,-0.472577,-0.059229,0.39
8,3,02-12-20,02,02-12-20,3,0.05,-5.104483,3.348637,0.05
8,3,02-12-20,20,02-12-20,3,0.91,6.173596,-9.835884,0.91
8,3,02-12-20,12,02-12-20,3,0.04,0.82346,3.32675,0.04
9,2,02-12,02,02-12,2,0.54,-4.77898,6.793747,0.54
9,2,02-12,12,02-12,2,0.46,0.970562,6.793747,0.46
10,3,00-02-20,20,00-02-20,3,0.23,4.604345,-4.471373,0.23
10,3,00-02-20,02,00-02-20,3,0.28,-4.363425,4.992191,0.28
10,3,00-02-20,00,00-02-20,3,0.49,-2.02493,0.531045,0.49
11,2,02-20,20,02-20-21,2,0.79,6.794254,-6.425169,0.79
