Phase,Count,Frequency
00,7,7e-4
00-01-10-11,1,1e-4
00-01-20,11,0.0011
00-02,74,0.0074
00-02-10,17,0.0017
00-02-12-20,7,7e-4
00-02-20,997,0.0997
00-02-20-21,4,4e-4
00-02-20-22,5,5e-4
00-10,2,2e-4
00-20,72,0.0072
01-02,14,0.0014
01-02-10-20,10,0.001
01-02-11-12,1,1e-4
01-02-11-12-20,9,9e-4
01-02-11-20,2,2e-4
01-02-12-20,8,8e-4
01-02-20,324,0.0324
01-02-20-22,15,0.0015
01-02-21,2,2e-4
01-02-21-22,2,2e-4
01-12,1,1e-4
01-20,5,5e-4
02,507,0.0507
02-10,5,5e-4
02-10-11-20,3,3e-4
02-10-11-20-21,11,0.0011
02-10-12-20-22,1,1e-4
02-10-20,327,0.0327
02-10-20-21,10,0.001
02-10-20-22,10,0.001
02-11-12,1,1e-4
02-11-12-20,4,4e-4
02-11-20,2,2e-4
02-11-21,3,3e-4
02-12,30,0.003
02-12-20,458,0.0458
02-12-20-21,56,0.0056
02-12-20-22,18,0.0018
02-12-21,10,0.001
02-12-22,3,3e-4
02-20,4841,0.4841
02-20-21,484,0.0484
02-20-21-22,18,0.0018
02-20-22,487,0.0487
02-21,117,0.0117
02-21-22,21,0.0021
02-22,102,0.0102
10-12-20,2,2e-4
10-12-20-22,2,2e-4
10-20,12,0.0012
11-12-20,3,3e-4
11-21,1,1e-4
12,8,8e-4
12-20,122,0.0122
12-20-21,9,9e-4
12-20-22,17,0.0017
12-22,6,6e-4
20,544,0.0544
20-21,35,0.0035
20-21-22,3,3e-4
20-22,90,0.009
21,8,8e-4
21-22,4,4e-4
22,15,0.0015
