parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,D,basinDiscret
1,4,0112-0202-2012-2020,0112,0112-0202-2012-2020,4,0.163,-5.326202,-0.144364,0.594139,6.216033,0.163
1,4,0112-0202-2012-2020,0202,0112-0202-2012-2020,4,0.423,-5.326202,5.876636,-5.977954,6.216033,0.423
1,4,0112-0202-2012-2020,2012,0112-0202-2012-2020,4,0.107,-0.157979,-2.992713,0.594141,1.154663,0.107
1,4,0112-0202-2012-2020,2020,0112-0202-2012-2020,4,0.307,5.942391,-2.992714,7.027917,-4.148114,0.307
2,2,0012-0202,0202,0012-0202,2,0.597,-5.539232,6.593156,-5.883976,6.849741,0.597
2,2,0012-0202,0012,0012-0202,2,0.403,-0.301002,0.500115,-0.229704,6.849741,0.403
3,3,0202-0221-2020,0221,0202-0221-2020,3,0.517,-7.172232,3.550906,1.341816,-0.100214,0.517
3,3,0202-0221-2020,2020,0202-0221-2020,3,0.052,4.175736,-3.053835,5.716485,-6.223117,0.052
3,3,0202-0221-2020,0202,0202-0221-2020,3,0.431,-7.172232,6.338506,-2.823816,6.239229,0.431
4,2,0202-2020,2020,0202-2020,2,0.293,6.293042,-3.574843,8.015006,-4.460278,0.293
4,2,0202-2020,0202,0202-2020,2,0.707,-4.773808,7.476032,-2.906325,4.666627,0.707
5,3,0202-1012-2020,2020,0202-1012-2020,3,0.622,6.479265,-3.963505,4.042108,-6.999195,0.622
5,3,0202-1012-2020,0202,0202-1012-2020,3,0.322,-5.2143370000000004,7.850483,-7.132164,4.703734,0.322
5,3,0202-1012-2020,1012,0202-1012-2020,3,0.056,0.387602,-3.961711,-2.258801,4.691072,0.056
6,3,0021-0202-2020,2020,0021-0202-2020,3,0.26,3.603959,-6.492211,6.029812,-5.065165,0.26
6,3,0021-0202-2020,0202,0021-0202-2020,3,0.551,-8.592908,6.201797,-3.201903,6.941258,0.551
6,3,0021-0202-2020,0021,0021-0202-2020,3,0.189,-2.834796,-0.407438,5.991576,1.259447,0.189
7,4,0120-0202-0210-2020,2020,0120-0202-0210-2020,4,0.242,4.417515,-4.007095,6.702531,-4.409378,0.242
7,4,0120-0202-0210-2020,0210,0120-0202-0210-2020,4,0.147,-1.092392,5.755458,0.811282,0.687028,0.147
7,4,0120-0202-0210-2020,0120,0120-0202-0210-2020,4,0.415,-1.092392,1.64786,6.595451,0.687028,0.415
7,4,0120-0202-0210-2020,0202,0120-0202-0210-2020,4,0.196,-6.519652,6.510682,-3.202864,5.871925,0.196
8,2,0202-2020,2020,0202-2020,2,0.072,6.07281,-5.172315,5.494664,-0.576503,0.072
8,2,0202-2020,0202,0202-2020,2,0.928,-2.523807,3.830264,-6.856756,6.568231,0.928
9,2,0202-2020,0202,0202-2020,2,0.932,-4.842714,6.709887,-7.697266,6.600752,0.932
9,2,0202-2020,2020,0202-2020,2,0.068,6.702683,-5.310335,4.593449,-1.390891,0.068
10,1,2120,2120,2120,1,1,6.593871,0.043281,2.650342,-6.759341,1
11,2,0202-2020,2020,0202-2020,2,0.096,3.508473,-3.504398,2.802095,-3.247428,0.096
11,2,0202-2020,0202,0202-2020,2,0.904,-6.468572,5.821959,-7.946322,4.185324,0.904
12,2,0202-2020,2020,0202-2020,2,0.18,6.420154,-3.838136,6.546759,-1.995778,0.18
12,2,0202-2020,0202,0202-2020,2,0.82,-2.675827,5.488236,-0.885993,6.148563,0.82
13,2,0202-2020,0202,0202-2020,2,0.939,-4.744425,3.7115,-9.541995,5.902197,0.939
13,2,0202-2020,2020,0202-2020,2,0.061,4.365012,-3.056492,2.944084,-6.256801,0.061
14,2,0202-2020,2020,0202-2020,2,0.996,8.265081,-9.546057,7.157067,-5.500898,0.996
14,2,0202-2020,0202,0202-2020,2,0.004,-1.840369,2.05611,-4.72922,7.153141,0.004
15,3,0122-0202-2020,0202,0122-0202-2020,3,0.203,-2.243564,5.040492,-6.374182,5.698948,0.203
15,3,0122-0202-2020,2020,0122-0202-2020,3,0.659,7.175186,-7.426786,3.956482,-5.161379,0.659
15,3,0122-0202-2020,0122,0122-0202-2020,3,0.138,-2.243576,-0.912279,-0.452711,1.207022,0.138
16,1,0202,0202,0202,1,1,-4.384644,6.535441,-5.29142,5.673461,1
17,2,0202-2020,2020,0202-2020,2,0.114,1.42937,-5.102658,6.882683,-4.977548,0.114
17,2,0202-2020,0202,0202-2020,2,0.886,-11.289626,7.904216,-4.150235,6.049704,0.886
18,2,0202-2020,0202,0202-2020,2,0.941,-6.704213,6.999659,-7.705987,7.114406,0.941
18,2,0202-2020,2020,0202-2020,2,0.059,3.511817,-3.317317,3.221698,-4.301953,0.059
19,2,0202-2020,2020,0202-2020,2,0.152,5.759537,-5.869298,7.418433,-2.488628,0.152
19,2,0202-2020,0202,0202-2020,2,0.848,-4.570021,6.313252,-2.625209,6.836796,0.848
