parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,GRHL2,ZEB,miR200,SLUG,basinDiscret
1,2,0010-0312,0010,0010-0312,2,0.98,4.002403,-9.447958,6.267164,-2.270286,0.98
1,2,0010-0312,0312,0010-0312,2,0.02,1.354627,3.563487,1.972471,4.079529,0.02
2,2,0303-1010,1010,0403-1010,2,0.83,4.627351,-10.22972,1.049004,1.014291,0.83
2,2,0303-1010,0303,0403-1010,2,0.17,-1.207962,9.974087,-6.96989,6.811961,0.17
3,4,0010-0112-0310-0312,0010,0210-0212,4,0.34,3.825879,-3.539384,5.831858,0.364524,0.34
3,4,0010-0112-0310-0312,0112,0210-0212,4,0.01,3.825879,-0.883327,0.556684,5.446269,0.01
3,4,0010-0112-0310-0312,0312,0210-0212,4,0.04,-2.094298,5.340822,0.531723,5.446269,0.04
3,4,0010-0112-0310-0312,0310,0210-0212,4,0.61,-2.094298,2.684275,0.605312,0.364524,0.61
4,4,0303-1010-1013-1103,1013,0403-1010-1013,4,0.09,6.30568,-7.502984,0.657277,5.963881,0.09
4,4,0303-1010-1013-1103,1103,0403-1010-1013,4,0.01,6.30568,-2.06139,-3.38932,5.963881,0.01
4,4,0303-1010-1013-1103,0303,0403-1010-1013,4,0.08,0.763365,8.122804,-3.96349,5.963881,0.08
4,4,0303-1010-1013-1103,1010,0403-1010-1013,4,0.82,6.30568,-12.792834,6.560374,0.221384,0.82
5,4,0300-0303-1003-1010,0300,0300-0403-1010,4,0.12,-0.555866,3.633384,-2.452106,0.615487,0.12
5,4,0300-0303-1003-1010,0303,0300-0403-1010,4,0.5,-0.555867,10.173748,-4.486215,6.629333,0.5
5,4,0300-0303-1003-1010,1010,0300-0403-1010,4,0.19,5.671592,-13.325076,3.236012,0.615487,0.19
5,4,0300-0303-1003-1010,1003,0300-0403-1010,4,0.19,5.671592,-1.88255,1.201509,6.629333,0.19
6,3,0303-1010-1013,1013,0403-1010-1013,3,0.12,6.62199,-5.882254,0.169817,6.385019,0.12
6,3,0303-1010-1013,1010,0403-1010-1013,3,0.73,6.62199,-11.866765,6.26384,0.055382,0.73
6,3,0303-1010-1013,0303,0403-1010-1013,3,0.15,2.25493,7.709821,-6.35103,6.385019,0.15
7,4,0300-0303-1010-1013,1010,0300-0403-1010-1013,4,0.52,6.480177,-14.873338,6.589263,-0.074443,0.52
7,4,0300-0303-1010-1013,0303,0300-0403-1010-1013,4,0.07,1.567017,9.381385,-4.051657,5.886032,0.07
7,4,0300-0303-1010-1013,0300,0300-0403-1010-1013,4,0.27,1.567017,2.772394,0.79371100000000006,-0.074442,0.27
7,4,0300-0303-1010-1013,1013,0300-0403-1010-1013,4,0.14,6.480177,-6.534614,1.743853,5.886032,0.14
8,3,0312-1010-1012,0312,1010-1012,3,0.08,1.483995,2.904228,0.046437,5.289147,0.08
8,3,0312-1010-1012,1010,1010-1012,3,0.8,6.389729,-12.607727,6.537111,0.479603,0.8
8,3,0312-1010-1012,1012,1010-1012,3,0.12,6.389729,-8.945689,6.535068,5.289147,0.12
9,4,0300-0303-1003-1010,1010,0403-1010-1203,4,0.54,6.85182,-16.237881,6.629333,0.728232,0.54
9,4,0300-0303-1003-1010,0303,0403-1010-1203,4,0.12,0.418617,6.55794,-5.670544,7.058491,0.12
9,4,0300-0303-1003-1010,0300,0403-1010-1203,4,0.17,0.421178,-0.053701,0.944296,0.728233,0.17
9,4,0300-0303-1003-1010,1003,0403-1010-1203,4,0.17,6.85182,-4.714492,0.014492,7.058491,0.17
10,4,0300-0303-1003-1010,1010,0403-1010-1103,4,0.39,6.059457,-12.907101,5.210312,0.769603,0.39
10,4,0300-0303-1003-1010,0303,0403-1010-1103,4,0.21,-0.429176,9.859039,-6.937613,7.384441,0.21
10,4,0300-0303-1003-1010,0300,0403-1010-1103,4,0.19,-0.429176,4.947286,-1.252576,0.769603,0.19
10,4,0300-0303-1003-1010,1003,0403-1010-1103,4,0.21,6.059457,-3.185804,-0.474725,7.384441,0.21
11,3,1003-1010-1303,1303,1010-1100-1303,3,0.28,2.08748,2.560934,-7.989809,7.534143,0.28
11,3,1003-1010-1303,1003,1010-1100-1303,3,0.42,6.275371,-2.958712,-1.501178,7.534143,0.42
11,3,1003-1010-1303,1010,1010-1100-1303,3,0.3,6.275371,-12.199648,3.410575,0.922504,0.3
12,1,1010,1010,0210-1010,1,1,6.480177,-12.982964,6.537111,1.02242,1
13,4,0303-0310-1010-1013,1010,0310-0403-1010-1013,4,0.46,7.393865,-11.990227,7.463734,1.38782,0.46
13,4,0303-0310-1010-1013,0310,0310-0403-1010-1013,4,0.18,2.311977,0.318236,4.808385,1.38782,0.18
13,4,0303-0310-1010-1013,0303,0310-0403-1010-1013,4,0.16,2.311861,9.078656,-1.414879,6.614366,0.16
13,4,0303-0310-1010-1013,1013,0310-0403-1010-1013,4,0.2,7.393865,-9.179488,1.240472,6.614366,0.2
14,3,1010-1013-1303,1010,1010-1113-1403,3,0.65,6.966854,-11.738759,6.235556,0.315545,0.65
14,3,1010-1013-1303,1303,1010-1113-1403,3,0.29,4.221617,4.855195,-2.975206,6.787039,0.29
