ParIndex,GRHL2,ZEB,miR200,SLUG,Count
1,16.027,0.001,77.02,0.207,1
1,16.027,0.12,77.018,16.907,1
2,0.433,1005.771,0.008,112.358,1
2,24.716,0.001,2.069,2.02,1
3,14.181,0.086,56.959,1.287,1
3,14.181,0.542,1.471,43.6,1
4,1.697,278.745,0.064,62.418,1
4,79.104,0,94.378,1.166,1
4,79.104,0.006,1.577,62.418,1
5,0.68,1155.058,0.045,98.998,1
5,50.971,0,9.422,1.532,2
6,4.773,209.357,0.012,83.576,1
6,98.496,0,76.843,1.039,1
6,98.496,0.017,1.125,83.576,1
7,2.963,666.927,0.06,59.139,1
7,89.275,0,96.287,0.95,2
7,89.275,0.011,3.349,59.139,1
8,83.849,0,92.868,1.394,1
8,83.849,0.002,92.737,39.101,1
9,1.337,94.219,0.02,133.296,1
9,115.506,0,98.998,1.657,1
9,115.506,0.038,1.01,133.296,1
10,0.743,928.681,0.008,167.086,1
10,66.693,0,37.022,1.705,1
10,66.693,0.11,0.72,167.086,1
11,77.46,0,10.634,1.895,2
11,77.46,0.129,0.353,185.355,1
12,89.275,0,92.868,2.031,2
13,4.965,540.69,0.375,97.977,1
13,168.18,0,176.525,2.617,2
13,168.18,0.002,2.363,97.977,1
14,18.657,28.945,0.127,110.434,1
14,125.093,0,75.351,1.244,1
14,125.093,0.02,3.46,110.434,1
15,2.992,928.668,0.061,167.086,1
15,86.005,0,37.022,3.642,1
15,86.005,0.003,2.925,167.086,2
16,1.32,1670.855,0.037,151.902,1
16,37.022,0,76.356,1.888,1
17,0.691,928.681,0.061,167.086,1
17,66.693,0,37.022,3.642,2
17,66.693,0.003,2.925,167.086,1
18,114.352,0,67.462,0.367,1
19,1.551,1039.261,0.248,81.686,1
19,62.246,0.003,143.873,1.069,2
20,3.473,1438.727,0.048,167.214,2
20,103.926,0,81.686,4.354,2
21,0.953,1723.296,0.216,105.905,1
21,81.686,0.005,125.289,1.386,1
22,98.354,0,152.567,0.721,1
22,98.354,0.005,2.379,66.546,2
23,1.189,2401.754,0.033,103.926,1
23,105.284,0.006,62.246,1.922,1
24,114.352,0,67.462,0.414,1
25,1.922,1052.837,0.098,62.246,1
25,103.921,0,240.175,0.687,1
26,1.366,211.08,0.016,82.499,2
26,67.462,0,57.243,1.67,1
27,2.047,90.835,0.871,1.898,1
27,123.95,0.003,66.091,1.898,1
28,2.759,473.112,0.242,174.795,1
28,204.236,0,319.132,4.468,1
28,204.236,0.004,7.343,174.795,1
28,204.236,0.339,0.264,174.795,1
29,0.708,0.527,4.767,267.244,1
29,0.708,624.176,0.124,267.244,1
29,39.621,0,117.283,4.466,2
30,0.555,280.416,0.057,107.82,2
30,38.175,0.002,94.318,7.686,1
31,2.828,74.364,0.002,45.962,1
31,101.561,0,5.189,1.103,2
32,46.123,0,38.175,6.847,2
33,2.335,20.919,0.028,86.764,1
33,121.045,0.017,0.887,86.764,1
34,82.48,0,6.529,45.426,1
34,82.48,0,377.192,3.002,1
35,0.486,150.991,0.012,56.155,1
35,17.926,0,48.566,1.855,1
36,43.742,0,71.287,1.157,2
37,0.403,280.416,0.29,107.82,1
37,38.175,0,94.241,2.056,1
37,38.175,0.006,18.32,107.82,1
38,2.886,1417.783,0.018,175.934,1
38,139.361,0,40.107,2.558,1
39,370.883,0,170.3,0.701,2
40,49.972,20.071,0.053,128.096,1
40,185.274,0.001,47.394,16.829,1
41,11.689,9.243,0.017,102.009,1
41,55.703,0,37.664,1.303,1
42,1.983,1930.156,0.041,54.567,2
42,142.26,0,191.111,0.718,1
42,142.26,0.014,3.215,54.567,1
43,18.552,17.767,0.009,102.93,1
43,214.268,0.004,47.362,1.259,1
44,91.332,0,165.772,1.158,1
44,91.332,0.221,0.794,110.424,1
45,0.124,859.003,0.015,143.408,1
45,10.754,0.003,44.295,1.881,2
47,2.498,1743.66,0.023,132.643,2
47,93.538,0,65.377,3.166,1
47,93.538,0.025,0.785,132.643,1
48,5.149,1338.98,0.028,126.435,2
48,65.428,0.004,0.579,17.773,1
49,0.135,839.468,0.147,102.605,1
49,13.364,0,124.905,9.005,1
49,13.364,0.003,9.037,102.605,2
50,1.143,31.852,0.875,0.313,1
50,1.143,31.852,0.875,13.732,1
50,104.056,0,64.678,0.313,1
50,104.056,0,64.678,13.732,1
51,7.083,557.602,0.131,127.719,1
51,74.183,0,134.258,1.37,1
51,74.183,0.004,12.525,127.719,1
52,3.082,370.22,0.049,527.513,1
52,92.868,0,77.939,7.293,1
52,92.868,0.002,2.711,527.513,1
53,1.309,242.146,0.027,77.436,1
53,69.731,0,195.209,1.019,1
53,69.731,0.002,2.057,77.436,1
54,0.698,143.787,0.417,1.991,1
54,0.698,2801.488,0.098,136.039,1
55,11.09,16.384,0.928,1.222,1
55,11.09,1550.85,0.066,76.094,1
55,575.616,0,63.814,1.222,2
56,0.902,4046.784,0.022,92.123,1
56,48.774,0.001,54.524,1.017,1
56,48.774,0.109,1.23,92.123,1
57,0.847,354.247,0.276,115.889,1
57,83.4,0,242.848,3.354,1
57,83.4,0.019,9.654,115.889,1
58,0.886,574.72,0.006,404.678,1
58,67.727,0,48.774,13.477,2
58,67.727,0.144,0.006,404.678,1
59,0.719,1525.668,0.027,657.841,1
59,52.256,0.002,65.66,21.854,2
59,52.256,0.028,2.373,657.841,1
60,31.877,0,107.806,0.113,1
61,0.654,370.206,0.018,145.829,1
61,3.62,0.001,62.457,1.61,1
62,23.206,80.071,0.009,115.506,1
62,657.841,0,50.971,1.183,2
63,173.517,392.111,0.019,103.37,1
63,226.921,0.003,57.158,4.662,1
63,226.921,0.248,1.38,103.37,1
64,11.489,545.236,0.084,343.184,1
64,404.678,0,2.67,24.463,1
64,404.678,0.005,2.026,343.184,1
