ParIndex,GRHL2,ZEB,miR200,SLUG,Count
1,2.851,853.863,0.018,96.42,1
1,73.898,0,41.73,3.068,2
2,0.386,517.663,0.016,66.299,1
3,0.233,508.194,1.189,3.846,2
3,0.233,517.696,0.017,65.806,1
4,0.353,509.501,0.2,62.786,1
4,23.14,0.001,69.223,1.545,2
4,23.14,0.133,5.325,62.786,1
5,1.323,1033.814,0.052,32.227,1
5,107.79,0.001,135.78,0.408,2
6,12.041,391.59,1.122,95.818,1
6,170.048,0.016,13.181,95.818,2
7,94.109,0,40.99,2.136,1
7,94.109,0.027,0.695,23.121,1
8,0.908,1796.679,1.333,191.229,1
9,0.161,81.366,0.376,0.662,2
10,0.312,984.245,0.009,135.78,1
10,8.324,0.009,21.458,2.005,1
11,5.293,40.753,0.044,152.902,2
11,190.421,0.002,68.756,3.13,1
11,190.421,0.611,2.696,152.902,1
12,1.723,27.094,2.431,25.722,1
12,149.136,0.103,113.768,25.722,1
12,149.137,0.003,114.125,0.379,1
13,2.417,0.004,57.036,0.802,1
13,2.417,0.076,20.979,71.884,1
14,3.295,277.96,0.624,0.863,2
14,67.751,0.007,25.251,0.863,2
15,0.104,15.203,2.071,0.186,1
15,5.799,0.084,130.802,0.186,1
16,5.805,298.613,1.171,1.455,1
16,5.805,1851.49,0.476,91.92,1
16,393.168,0.001,70.213,1.455,1
17,4.968,791.853,0.435,282.24,3
18,2.446,533.513,0.029,206.51,1
18,127.691,0.003,181.55,3.713,2
19,101.088,0,77.124,25.251,1
19,101.088,0,130.802,0.435,1
20,1.604,1276.915,0.015,52.444,1
20,58.423,0.007,91.538,0.943,2
21,0.693,584.23,0.021,91.538,1
21,25.251,0.011,127.691,1.646,2
22,3.422,4.871,0.422,0.706,1
22,40.15,0.907,0.534,0.706,1
22,55.279,0.021,33.331,0.706,1
23,204.426,0,27.614,21.544,1
24,0.851,906.546,0.208,77.25,1
24,66.231,0.015,233.108,2.205,1
25,79.093,0,66.299,4.139,1
