1	2	99	7.633703	-0.720026	-1.275233
1	2	1	1.269942	0.697526	5.212070
2	1	100	-8.253102	2.438151	3.822978
3	2	71	5.088737	-0.293358	-4.421849
3	2	29	0.429260	5.183825	-10.468961
4	3	33	-1.124467	6.981389	0.037288
4	3	39	3.731852	-2.302296	1.309388
4	3	28	1.614899	6.980626	-4.952094
5	1	100	-0.536177	1.454978	0.278108
6	2	9	0.580888	6.714585	-0.877484
6	2	91	4.344500	-5.707360	1.829935
7	2	59	5.359794	0.358964	-4.179343
7	2	41	0.419099	6.342522	-4.179341
8	2	67	2.285296	-3.873559	3.586963
8	2	33	1.031472	6.315348	1.102087
9	2	68	1.800102	-3.726112	6.455440
9	2	32	6.685287	0.221955	0.586122
10	2	29	0.371444	6.647555	0.690324
10	2	71	5.465388	0.765483	-4.790090
11	2	57	3.841406	-0.042192	0.659382
11	2	43	-3.234204	1.063547	6.919494
12	1	100	-3.856412	3.496397	3.434870
13	2	96	-3.111585	0.814922	5.311318
13	2	4	1.980874	-2.995240	0.088267
14	3	5	1.167797	-1.327760	2.885338
14	3	76	6.882533	-0.689216	-3.255664
14	3	19	0.378602	5.294293	-2.335596
15	3	56	0.577007	6.477893	-0.492792
15	3	28	-5.455545	1.117133	5.853597
15	3	16	6.065002	0.066279	-0.171844
16	2	84	-1.206444	6.203903	-2.236708
16	2	16	4.272956	0.563550	-2.635262
17	2	88	-1.001041	6.600986	-0.628901
17	2	12	5.232405	0.476360	-6.328294
18	1	100	8.036363	-0.779726	-3.798362
19	2	60	5.433605	0.527753	-3.437297
19	2	40	-1.032777	1.616180	2.495328
20	3	90	0.665358	1.665487	-1.320296
20	3	6	4.955972	-1.606232	1.111718
20	3	4	0.724716	-3.778168	4.383828
21	1	100	-0.403907	0.965778	6.781199
22	2	93	2.130728	-2.447724	1.264179
22	2	7	1.374635	7.389078	-5.164165
23	1	100	1.972523	6.180234	-9.478456
24	1	100	-4.267832	1.051197	2.391558
25	3	41	0.066279	-0.492786	6.951324
25	3	47	5.249606	-1.821342	2.095006
25	3	12	0.444937	5.853742	0.925705
26	2	19	-4.781619	6.912684	1.501768
26	2	81	1.162163	-5.068574	2.794196
27	2	43	7.162452	-7.000341	1.068397
27	2	57	1.315661	-1.753276	7.081213
28	2	66	8.492714	-3.826834	1.017485
28	2	34	2.508250	-0.417777	-5.230541
29	2	90	-1.739493	3.299794	4.455574
29	2	10	3.409723	3.429190	-1.608052
30	3	43	-3.563506	5.238383	-0.663898
30	3	41	-1.460193	-1.375114	4.004877
30	3	16	2.782750	-0.406407	-0.220150
31	2	37	2.858411	3.412417	-4.118279
31	2	63	7.219082	-2.214214	-0.531155
32	1	100	2.211931	2.364160	-9.279053
33	1	100	-6.272515	2.018279	4.619365
34	2	32	7.603364	-1.683408	0.955815
34	2	68	3.872701	3.111447	-3.839100
35	2	56	-0.055612	1.015491	4.874689
35	2	44	-1.496490	2.038536	4.874690
36	2	5	3.992301	1.662846	-4.837013
36	2	95	-2.502946	6.862193	0.318183
37	3	54	-0.187671	-0.903075	4.810857
37	3	20	0.179682	5.452235	-1.178316
37	3	26	6.107845	-1.152645	-0.212773
38	3	43	0.768871	6.549927	0.624966
38	3	42	7.308447	-0.031852	0.161895
38	3	15	2.197142	-5.144374	2.778041
39	2	53	-1.034848	0.741148	5.307400
39	2	47	-5.856486	6.437667	-1.225174
40	1	100	7.346930	-1.220394	-0.386489
41	1	100	-5.054233	8.193906	0.637299
42	2	68	7.875098	0.796813	0.756062
42	2	32	1.637291	4.463559	-5.673900
43	3	83	0.900007	-1.678837	6.399367
43	3	15	-2.014800	4.515525	0.408333
43	3	2	1.065319	4.488114	-0.489893
