1	3	62	5.272994	4.276205	1.309947
1	3	22	1.469353	0.541941	6.244285
1	3	16	2.568903	5.983137	2.541641
2	1	100	0.315955	0.895908	6.044068
3	2	93	1.411793	5.878638	-5.804279
3	2	7	6.235702	2.232922	-1.382689
4	1	100	2.323217	5.453382	1.987304
5	1	100	-0.864640	6.341718	0.565135
6	1	100	-1.177866	-1.389888	6.338638
7	2	91	5.910961	-1.389912	1.254246
7	2	9	-0.290342	-0.523075	6.723708
8	2	70	-0.890342	5.884394	0.052099
8	2	30	-0.007174	0.441520	5.376337
9	2	18	0.451165	-1.951441	6.613031
9	2	82	5.824085	-1.124449	1.062763
10	2	91	6.192975	-1.225454	-1.266496
10	2	9	1.393827	4.225699	-0.976540
11	2	77	7.127664	0.678182	0.884162
11	2	23	1.046748	6.247447	-3.642328
12	1	100	-0.128804	0.372606	6.340127
13	2	65	6.837422	-0.713080	0.793659
13	2	35	0.697199	-1.715706	6.540545
14	1	100	-1.760491	-0.544407	6.335765
15	1	100	-2.412436	3.319049	6.822317
16	1	100	-0.186203	5.626418	2.227778
17	2	54	0.625027	5.831168	0.829192
17	2	46	6.104815	1.925274	-1.661440
18	2	81	0.198250	0.685488	7.082514
18	2	19	-1.376940	6.631272	1.389777
19	2	88	0.180086	-0.007872	6.214873
19	2	12	0.751259	4.951300	0.346356
20	2	83	0.258580	1.771269	6.108689
20	2	17	6.161631	-0.291609	1.088776
21	1	100	6.350657	0.177237	-0.682653
22	1	100	7.282932	-3.956904	0.516026
23	1	100	7.275312	-1.472262	-2.591060
24	2	83	1.125240	6.682410	0.419147
24	2	17	5.964984	2.216016	0.026953
25	2	85	-2.731201	1.204186	5.510351
25	2	15	-4.792038	5.040766	2.026981
26	1	100	1.579081	-0.950022	6.451503
27	2	77	-0.244390	6.807304	-0.105087
27	2	23	5.506804	1.605813	1.096242
28	1	100	5.992717	-1.744153	2.546467
29	1	100	2.051439	0.178535	7.745234
30	1	100	-2.824353	7.667928	0.194288
31	1	100	7.534910	0.126325	-2.497855
32	1	100	-2.004085	7.051421	2.136350
33	2	92	-0.320744	0.565274	6.516458
33	2	8	5.253682	0.235385	1.129375
34	2	85	6.027571	0.654642	0.798617
34	2	15	0.999741	0.146737	6.126324
35	1	100	1.299840	-0.120069	6.632719
36	1	100	6.184287	-1.341325	-1.103534
37	2	79	-0.277236	6.136342	0.315544
37	2	21	-0.045455	0.783644	5.977865
38	1	100	4.665087	4.745893	0.693534
39	1	100	7.709231	-0.900025	-2.047701
40	2	76	6.921718	2.217142	-1.543112
40	2	24	2.161067	6.384271	2.744414
41	1	100	1.414607	6.074241	-1.604139
42	2	94	5.686474	1.414739	-0.090969
42	2	6	0.971539	6.365309	0.129263
43	2	51	-3.584044	5.498062	3.484183
43	2	49	1.130584	0.381290	7.664338
44	1	100	1.806284	5.518481	-1.447595
45	2	47	8.197374	0.073440	-1.713356
45	2	53	2.842264	6.021353	-0.980568
46	2	80	-0.169751	1.974970	8.200527
46	2	20	1.783493	7.079288	2.179662
47	2	75	2.364078	3.188244	7.299249
47	2	25	1.255353	6.698440	2.601630
48	1	100	-1.063611	6.500455	1.590399
49	1	100	-2.159244	0.001901	8.178853
50	2	33	2.461614	7.062252	-0.222102
50	2	67	8.201952	2.243591	-0.388994
51	1	100	1.701567	6.739774	-0.099179
52	1	100	-2.159244	0.001901	8.178850
53	1	100	1.270985	0.756374	5.427538
54	2	48	5.435117	-2.229587	1.846365
54	2	52	2.237583	0.726145	5.570055
55	1	100	7.921449	1.986273	0.115638
56	2	95	7.230647	1.743672	0.311201
56	2	5	1.855004	-0.800769	5.802566
57	2	59	6.124757	0.326373	0.420926
57	2	41	-0.306124	5.711029	3.119488
58	2	92	-0.072017	1.204475	7.376456
58	2	8	-0.942860	6.159820	2.461363
59	2	57	8.190742	0.073368	-1.178578
59	2	43	2.846258	6.020130	-1.114353
60	2	65	-4.401748	5.454839	0.884782
60	2	35	-6.024049	0.435124	6.717251
61	2	51	0.173400	7.299595	0.312637
61	2	49	0.784173	1.542703	5.569541
62	1	100	-0.319000	6.219164	-1.629208
63	2	88	1.450897	2.927154	6.872180
63	2	12	1.041789	7.598055	1.566397
64	1	100	0.620674	-0.648660	6.498473
65	2	55	1.511977	7.110956	0.174130
65	2	45	5.550031	-2.416091	5.666700
66	1	100	-0.342802	7.893383	-2.942613
67	2	91	0.973223	7.244153	-0.543545
67	2	9	6.469155	1.308352	-0.291927
68	1	100	-1.568945	2.010475	6.756914
69	3	31	-0.362323	7.529777	-1.548994
69	3	61	0.735121	1.705223	4.874050
69	3	8	4.868574	0.548305	1.951364
70	1	100	6.032011	1.495990	0.427110
71	1	100	-0.694398	0.656458	7.973553
72	1	100	7.071134	-1.450495	1.805718
73	1	100	1.376524	-0.866088	6.869021
74	2	73	6.753701	0.462739	-1.181822
74	2	27	1.216365	6.165184	-5.982307
75	2	64	0.019865	0.315186	7.834957
75	2	36	5.935867	-0.085684	1.728956
76	2	86	-1.277447	6.583474	1.882693
76	2	14	0.670596	1.201150	4.985911
77	2	29	0.534458	1.867912	5.101229
77	2	71	5.358209	2.592977	0.457680
78	1	100	2.584492	-1.631640	6.804677
79	1	100	-1.248339	-0.188912	7.309284
80	1	100	3.247253	6.063725	-2.655800
81	2	76	-1.230282	1.724652	5.787742
81	2	24	-5.397623	6.067093	1.490460
82	1	100	1.143031	-1.214259	6.029719
83	1	100	0.036878	9.140116	-0.832384
84	1	100	2.148434	7.111558	-1.474641
85	1	100	1.032095	0.237274	6.810611
86	1	100	1.767246	5.465381	0.737122
87	2	65	7.017584	-0.002697	0.282391
87	2	35	2.486412	6.103249	0.739127
88	1	100	-6.021137	6.855982	2.701052
89	1	100	7.632400	2.305400	-2.129176
90	2	85	0.527671	-0.761218	6.041172
90	2	15	5.114087	0.850902	1.081232
91	1	100	-1.846162	4.224274	6.459083
92	1	100	-2.065497	-2.359027	7.692681
93	2	79	6.096154	-2.348140	1.529247
93	2	21	1.044624	1.864087	6.412725
94	2	66	6.570870	2.098110	0.102884
94	2	34	1.175750	1.226853	5.854609
95	1	100	-3.364363	6.125732	1.996726
96	1	100	-0.272529	3.568261	5.970939
97	2	63	-0.161091	0.294050	7.315474
97	2	37	5.324004	-4.221264	2.829565
98	1	100	2.457705	0.533786	7.897657
99	1	100	8.804120	-0.079842	0.472415
100	2	70	3.170094	5.558258	-1.902735
100	2	30	6.103557	0.833820	0.274866
101	2	85	0.334204	0.707622	8.425862
101	2	15	6.242581	0.210504	2.419658
102	1	100	8.768978	1.194956	-3.136350
103	2	82	-2.344489	6.955921	1.049808
103	2	18	-1.310164	1.170320	6.751356
104	1	100	0.149785	1.020671	9.399035
105	1	100	1.008147	7.760600	2.087209
106	1	100	-0.570616	8.763800	1.737576
107	1	100	2.128062	-4.558209	8.613755
108	1	100	3.875047	-1.562079	8.002989
109	2	79	7.475693	0.163655	2.211307
