parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,basinDiscret
1,1,01,01,01,1,1,-8.245015,6.629291,1
2,2,01-20,20,01-20,2,0.59,5.773947,0.621745,0.59
2,2,01-20,01,01-20,2,0.41,-5.69373,6.610664,0.41
3,2,01-20,01,01-20,2,0.775,-5.272993,6.639357,0.775
3,2,01-20,20,01-20,2,0.225,5.24146,-0.002174,0.225
4,2,00-20,20,00-20,2,0.358,6.355465,-0.750737,0.358
4,2,00-20,00,00-20,2,0.642,0.379147,3.69616,0.642
5,2,01-21,01,01-21,2,0.483,-3.274043,6.511232,0.483
5,2,01-21,21,01-21,2,0.517,1.971175,0.553492,0.517
6,2,01-20,01,01-20,2,0.28,0.485963,4.758852,0.28
6,2,01-20,20,01-20,2,0.72,6.138834,0.274553,0.72
7,2,01-20,01,01-20,2,0.75,-6.499569,6.630327,0.75
7,2,01-20,20,01-20,2,0.25,5.443925,1.914426,0.25
8,1,01,01,01,1,1,-5.961151,6.684956,1
9,2,01-20,20,01-20,2,0.252,5.224312,2.695696,0.252
9,2,01-20,01,01-20,2,0.748,-6.961057,6.679393,0.748
10,2,10-20,10,10-20,2,0.451,-0.492337,-2.336963,0.451
10,2,10-20,20,10-20,2,0.549,6.147103,-2.337047,0.549
11,1,20,20,01-11-20,1,1,6.439022,-0.404458,1
12,2,01-20,01,01-20,2,0.767,-6.217661,5.224353,0.767
12,2,01-20,20,01-20,2,0.233,4.095496,-1.277226,0.233
13,2,01-20,01,01-20,2,0.592,-3.279889,3.40012,0.592
13,2,01-20,20,01-20,2,0.408,6.590825,-1.502261,0.408
14,2,01-20,01,01-20,2,0.351,-1.878412,5.921405,0.351
14,2,01-20,20,01-20,2,0.649,6.624571,1.038384,0.649
15,2,01-11,11,01-11,2,0.527,1.623108,6.994299,0.527
15,2,01-11,01,01-11,2,0.473,-4.90367,7.007616,0.473
16,2,01-20,20,01-10-20,2,0.479,7.473193,1.502152,0.479
16,2,01-20,01,01-10-20,2,0.521,-5.089285,6.238452,0.521
17,1,20,20,20,1,1,6.147103,-1.995087,1
18,1,01,01,01,1,1,-6.783741,6.85111,1
19,2,01-20,01,01-20,2,0.033,-1.679492,6.496254,0.033
19,2,01-20,20,01-20,2,0.967,7.209461,0.364761,0.967
20,2,01-20,20,01-20,2,0.49,7.085173,0.060986,0.49
20,2,01-20,01,01-20,2,0.51,-4.976136,6.200129,0.51
21,2,01-20,20,01-10-20,2,0.752,5.773161,-0.304399,0.752
21,2,01-20,01,01-10-20,2,0.248,-4.41697,5.660227,0.248
22,2,01-20,01,01-11-20,2,0.584,-5.20284,7.207684,0.584
22,2,01-20,20,01-11-20,2,0.416,6.333217,2.305303,0.416
23,2,01-20,01,01-20,2,0.873,-6.746114,6.383383,0.873
23,2,01-20,20,01-20,2,0.127,5.983417,0.950602,0.127
24,2,01-20,01,01-20,2,0.748,-7.438272,6.197674,0.748
24,2,01-20,20,01-20,2,0.252,4.865737,-0.154431,0.252
25,2,01-20,01,01-20,2,0.112,-2.007131,6.079164,0.112
25,2,01-20,20,01-20,2,0.888,6.505564,-0.544618,0.888
26,1,20,20,20,1,1,6.459204,-1.290458,1
27,2,01-20,20,01-20,2,0.447,6.241158,1.407828,0.447
27,2,01-20,01,01-20,2,0.553,-3.12599,6.750744,0.553
28,2,01-20,20,01-20,2,0.379,6.765815,-0.895176,0.379
28,2,01-20,01,01-20,2,0.621,-5.011044,5.278539,0.621
29,2,01-20,20,01-11-20,2,0.948,6.153185,-1.544119,0.948
29,2,01-20,01,01-11-20,2,0.052,-1.589278,5.051348,0.052
30,2,01-20,01,01-20,2,0.36,-2.485095,7.284609,0.36
30,2,01-20,20,01-20,2,0.64,8.219552,0.709087,0.64
31,2,01-20,20,01-20,2,0.047,3.606092,2.722752,0.047
31,2,01-20,01,01-20,2,0.953,-5.430433,6.33954,0.953
32,2,01-21,01,01-21,2,0.269,-0.098912,6.546815,0.269
32,2,01-21,21,01-21,2,0.731,3.191306,1.980946,0.731
33,2,01-20,01,01-20,2,0.109,-1.390088,6.824993,0.109
33,2,01-20,20,01-20,2,0.891,6.85546,0.501926,0.891
34,2,01-20,01,01-20,2,0.62,-6.192242,3.895404,0.62
34,2,01-20,20,01-20,2,0.38,6.111722,-2.456699,0.38
35,2,01-20,01,01-20,2,0.397,-3.519092,7.507507,0.397
35,2,01-20,20,01-20,2,0.603,7.674907,3.609217,0.603
36,2,01-20,20,01-20,2,0.134,6.236164,3.012551,0.134
36,2,01-20,01,01-20,2,0.866,-5.161569,7.583125,0.866
37,2,01-20,20,01-20,2,0.438,6.49119,1.035063,0.438
37,2,01-20,01,01-20,2,0.562,-5.857074,6.83483,0.562
38,2,01-21,01,01-21,2,0.512,-1.712999,7.366893,0.512
38,2,01-21,21,01-21,2,0.488,3.059668,3.870799,0.488
39,2,00-20,20,00-20,2,0.377,5.972319,-4.403517,0.377
39,2,00-20,00,00-20,2,0.623,-0.414961,1.644161,0.623
40,1,01,01,01,1,1,-9.538281,7.133138,1
41,2,01-20,01,01-11-20,2,0.042,-2.153557,4.938888,0.042
41,2,01-20,20,01-11-20,2,0.958,7.896409,-0.978524,0.958
42,2,01-20,20,01-20,2,0.008,2.618416,3.058296,0.008
42,2,01-20,01,01-20,2,0.992,-9.62915,5.428614,0.992
43,2,01-20,20,01-11-20,2,0.121,6.271154,0.183478,0.121
43,2,01-20,01,01-11-20,2,0.879,-6.316869,6.431173,0.879
44,2,01-20,20,01-20,2,0.636,8.330418,0.687785,0.636
44,2,01-20,01,01-20,2,0.364,-3.152959,7.281015,0.364
45,2,01-20,20,01-20,2,0.704,8.226863,-1.596252,0.704
45,2,01-20,01,01-20,2,0.296,-3.695437,3.69203,0.296
46,2,01-20,01,01-10-20,2,0.567,-4.74595,7.896409,0.567
46,2,01-20,20,01-10-20,2,0.433,8.055327,3.742142,0.433
47,1,01,01,01,1,1,-6.466203,7.989019,1
48,2,01-20,01,01-20,2,0.092,-1.005868,4.436005,0.092
48,2,01-20,20,01-20,2,0.908,7.186865,0.791799,0.908
49,2,01-20,01,01-20,2,0.953,-6.227891,6.592967,0.953
49,2,01-20,20,01-20,2,0.047,4.299492,3.559839,0.047
50,2,01-20,20,01-20,2,0.996,7.458905,0.447984,0.996
50,2,01-20,01,01-20,2,0.004,-4.070151,6.819723,0.004
51,1,01,01,01,1,1,-4.837211,6.061298,1
52,3,01-11-20,20,01-11-20,3,0.493,5.861066,1.076192,0.493
52,3,01-11-20,11,01-11-20,3,0.19,0.803008,6.518423,0.19
52,3,01-11-20,01,01-11-20,3,0.317,-3.988311,6.518423,0.317
53,3,01-11-20,11,01-11-20,3,0.273,1.996159,5.11871,0.273
53,3,01-11-20,20,01-11-20,3,0.534,7.016794,1.207552,0.534
53,3,01-11-20,01,01-11-20,3,0.193,-2.818339,5.133804,0.193
54,2,01-20,20,01-20,2,0.128,3.478183,1.674996,0.128
54,2,01-20,01,01-20,2,0.872,-8.937535,5.888363,0.872
55,2,01-20,20,01-20,2,0.099,3.69203,-0.053372,0.099
55,2,01-20,01,01-20,2,0.901,-7.830143,6.387014,0.901
56,2,01-20,01,01-20,2,0.991,-4.090747,6.554906,0.991
56,2,01-20,20,01-20,2,0.009,2.656959,3.931499,0.009
57,2,01-20,20,01-20,2,0.461,5.733366,-0.86841,0.461
57,2,01-20,01,01-20,2,0.539,-5.4999,5.534919,0.539
58,2,01-20,01,01-20,2,0.61,-8.313972,5.480118,0.61
58,2,01-20,20,01-20,2,0.39,4.585141,-0.730745,0.39
59,2,01-20,20,01-11-20,2,0.93,7.896409,-1.680716,0.93
59,2,01-20,01,01-11-20,2,0.07,-3.022526,4.938888,0.07
60,2,01-20,20,01-20,2,0.345,5.316016,1.433343,0.345
60,2,01-20,01,01-20,2,0.655,-3.832448,7.358745,0.655
61,2,01-20,01,01-20,2,0.47,-4.115808,6.924594,0.47
61,2,01-20,20,01-20,2,0.53,6.079374,0.430179,0.53
62,1,01,01,01,1,1,-2.978297,6.197914,1
63,2,01-20,01,01-20,2,0.848,-8.158639,6.183639,0.848
63,2,01-20,20,01-20,2,0.152,4.032924,-0.058922,0.152
64,1,20,20,20,1,1,6.975735,-3.311337,1
65,2,01-20,20,01-20,2,0.509,7.95431,0.521227,0.509
65,2,01-20,01,01-20,2,0.491,-4.498552,6.272205,0.491
66,2,01-20,20,01-20,2,0.767,5.952568,2.60862,0.767
66,2,01-20,01,01-20,2,0.233,-3.219079,7.475954,0.233
67,3,01-11-21,11,01-11,3,0.223,0.543665,7.15289,0.223
67,3,01-11-21,01,01-11,3,0.432,-5.547196,7.182208,0.432
67,3,01-11-21,21,01-11,3,0.345,4.712336,4.121188,0.345
68,2,01-20,20,01-20,2,0.195,6.195096,1.796737,0.195
68,2,01-20,01,01-20,2,0.805,-0.397442,7.864823,0.805
69,2,01-20,01,01-20,2,0.599,-3.269451,8.364398,0.599
69,2,01-20,20,01-20,2,0.401,6.189535,2.157765,0.401
70,2,01-20,01,01-11-20,2,0.462,-3.07153,6.670195,0.462
70,2,01-20,20,01-11-20,2,0.538,8.08827,2.01213,0.538
71,2,01-20,20,01-20,2,0.4,6.805939,-0.177289,0.4
71,2,01-20,01,01-20,2,0.6,-4.59465,6.421745,0.6
72,2,01-20,20,01-20,2,0.557,7.703676,0.919062,0.557
72,2,01-20,01,01-20,2,0.443,-3.446094,6.508282,0.443
73,2,01-20,01,01-20,2,0.252,-5.909555,5.48959,0.252
73,2,01-20,20,01-20,2,0.748,5.952999,-0.615088,0.748
74,2,01-20,01,01-10-20,2,0.407,-3.100228,7.109058,0.407
74,2,01-20,20,01-10-20,2,0.593,7.334586,1.047913,0.593
75,1,20,20,20,1,1,8.696665,-2.068173,1
76,2,01-20,01,01-20,2,0.189,-4.20111,5.240283,0.189
76,2,01-20,20,01-20,2,0.811,6.949703,-1.318958,0.811
77,3,01-11-20,01,01-11-20,3,0.364,-3.903696,6.175316,0.364
77,3,01-11-20,11,01-11-20,3,0.152,1.79486,6.01364,0.152
77,3,01-11-20,20,01-11-20,3,0.484,8.298511,-0.140195,0.484
78,2,01-20,20,01-11-20,2,0.851,6.613777,-0.559767,0.851
78,2,01-20,01,01-11-20,2,0.149,-6.059137,5.634175,0.149
79,2,01-20,20,01-10-20,2,0.272,5.41606,2.772062,0.272
79,2,01-20,01,01-10-20,2,0.728,-4.662907,7.135001,0.728
80,1,20,20,01-20,1,1,8.785288,2.246966,1
81,2,01-20,20,01-20,2,0.587,8.17563,-1.105983,0.587
81,2,01-20,01,01-20,2,0.413,-2.749253,5.341763,0.413
82,2,01-20,20,01-20,2,0.463,6.613936,1.428833,0.463
82,2,01-20,01,01-20,2,0.537,-3.921247,7.784179,0.537
83,2,01-20,20,01-20,2,0.223,4.225983,0.893282,0.223
83,2,01-20,01,01-20,2,0.777,-8.200687,6.862953,0.777
84,2,01-20,01,01-20,2,0.054,-2.580659,5.723455,0.054
84,2,01-20,20,01-20,2,0.946,8.171789,-0.864218,0.946
85,2,01-11,11,01-11,2,0.628,0.722524,6.28127,0.628
85,2,01-11,01,01-11,2,0.372,-5.456773,6.28186,0.372
86,2,01-20,01,01-20,2,0.082,0.658637,6.355975,0.082
86,2,01-20,20,01-20,2,0.918,6.215053,-0.269682,0.918
87,2,01-20,20,01-20,2,0.975,7.772792,1.499839,0.975
87,2,01-20,01,01-20,2,0.025,-2.961323,5.9177670000000004,0.025
88,2,00-20,00,00-20,2,0.682,-1.871238,3.098321,0.682
88,2,00-20,20,00-20,2,0.318,3.301324,-2.901656,0.318
89,2,01-20,01,01-20,2,0.979,-8.827745,7.454138,0.979
89,2,01-20,20,01-20,2,0.021,3.652516,0.92811,0.021
90,2,01-20,20,01-20,2,0.541,7.065015,2.658284,0.541
90,2,01-20,01,01-20,2,0.459,-2.001391,8.944197,0.459
91,2,01-20,01,01-10-20,2,0.325,-1.92037,4.920933,0.325
91,2,01-20,20,01-10-20,2,0.675,7.825498,0.765902,0.675
92,2,01-20,20,01-11-20,2,0.641,6.893544,-0.796045,0.641
92,2,01-20,01,01-11-20,2,0.359,-5.182053,5.834816,0.359
93,3,01-10-20,20,01-10-20,3,0.527,7.587864,2.690379,0.527
93,3,01-10-20,01,01-10-20,3,0.258,-2.582839,8.696662,0.258
93,3,01-10-20,10,01-10-20,3,0.215,1.681681,2.690379,0.215
94,2,11-20,11,11-20,2,0.556,-0.07644,7.36533,0.556
94,2,11-20,20,11-20,2,0.444,4.986789,2.548239,0.444
95,2,01-20,20,01-20,2,0.272,7.065015,2.763492,0.272
95,2,01-20,01,01-20,2,0.728,-3.645254,8.944197,0.728
96,3,01-11-20,20,01-11-20,3,0.41,6.154309,1.699818,0.41
96,3,01-11-20,01,01-11-20,3,0.484,-5.474628,5.522198,0.484
96,3,01-11-20,11,01-11-20,3,0.106,0.618564,5.522198,0.106
97,2,00-20,20,00-20,2,0.203,4.69241,-0.106314,0.203
97,2,00-20,00,00-20,2,0.797,-1.833826,3.540391,0.797
98,2,10-20,10,10-20,2,0.794,0.287109,-0.53737,0.794
98,2,10-20,20,10-20,2,0.206,4.133017,-0.542899,0.206
99,1,20,20,20,1,1,8.871004,-2.095569,1
100,2,01-20,20,01-20,2,0.848,6.73752,0.506234,0.848
100,2,01-20,01,01-20,2,0.152,-1.558823,6.280685,0.152
101,2,11-20,20,01-11-20,2,0.353,6.142594,3.692011,0.353
101,2,11-20,11,01-11-20,2,0.647,-0.254097,8.334138,0.647
102,2,01-20,20,01-20,2,0.228,3.827909,0.252862,0.228
102,2,01-20,01,01-20,2,0.772,-5.971855,4.680684,0.772
103,2,00-20,20,00-20,2,0.41,5.366668,-2.495507,0.41
103,2,00-20,00,00-20,2,0.59,0.251875,3.738661,0.59
104,2,01-20,20,01-20,2,0.604,8.529679,0.22432,0.604
104,2,01-20,01,01-20,2,0.396,-3.289288,6.331595,0.396
105,2,01-21,21,01-21,2,0.609,2.003902,4.993104,0.609
105,2,01-21,01,01-21,2,0.391,-4.632838,5.248098,0.391
106,3,01-11-20,11,01-11-20,3,0.094,0.873419,5.608078,0.094
106,3,01-11-20,20,01-11-20,3,0.86,6.495599,1.459802,0.86
106,3,01-11-20,01,01-11-20,3,0.046,-2.749699,6.199259,0.046
107,2,01-21,01,01,2,0.716,-6.12934,5.672586,0.716
107,2,01-21,21,01,2,0.284,3.117749,0.516953,0.284
108,2,01-20,01,01-20,2,0.636,-1.017269,8.973693,0.636
108,2,01-20,20,01-20,2,0.364,7.070411,2.417767,0.364
109,2,01-20,01,01-20,2,0.859,-3.149989,5.61211,0.859
109,2,01-20,20,01-20,2,0.141,6.632938,-0.913964,0.141
110,3,01-11-20,11,01-11-20,3,0.108,0.505048,5.767669,0.108
110,3,01-11-20,20,01-11-20,3,0.748,5.642241,0.815955,0.748
110,3,01-11-20,01,01-11-20,3,0.144,-3.563196,5.767669,0.144
111,2,01-20,01,01-20,2,0.07,-1.796852,6.410958,0.07
111,2,01-20,20,01-20,2,0.93,9.199998,2.50093,0.93
112,2,01-20,20,01-20,2,0.923,8.81032,-0.654082,0.923
112,2,01-20,01,01-20,2,0.077,-2.347371,5.728586,0.077
113,2,01-20,20,01-20,2,0.811,7.790901,0.80765,0.811
113,2,01-20,01,01-20,2,0.189,0.460235,7.371413,0.189
114,2,01-20,01,01-20,2,0.785,-4.792803,6.746,0.785
114,2,01-20,20,01-20,2,0.215,5.84666,1.541589,0.215
115,2,01-20,20,01-20,2,0.556,6.500685,1.365692,0.556
115,2,01-20,01,01-20,2,0.444,-4.180198,7.626865,0.444
116,2,01-20,20,01-20,2,0.912,6.895932,0.674844,0.912
116,2,01-20,01,01-20,2,0.088,-1.074919,6.856506,0.088
117,1,01,01,01,1,1,-8.824349,6.789643,1
118,2,01-20,01,01-20,2,0.973,-8.758786,6.901211,0.973
118,2,01-20,20,01-20,2,0.027,3.18308,1.256574,0.027
119,2,01-20,20,01-11-20,2,0.332,4.470626,0.347175,0.332
119,2,01-20,01,01-11-20,2,0.668,-5.129728,6.93573,0.668
120,1,01,01,01,1,1,-11.80847,7.438592,1
121,1,01,01,01,1,1,-9.181823,5.389931,1
122,2,01-21,21,01-21,2,0.735,6.272435,2.819072,0.735
122,2,01-21,01,01-21,2,0.265,-1.378026,5.807514,0.265
123,2,01-20,01,01-20,2,0.594,-3.926745,6.473846,0.594
123,2,01-20,20,01-20,2,0.406,7.083195,0.453742,0.406
124,2,01-20,20,01-20,2,0.966,7.98058,2.373002,0.966
124,2,01-20,01,01-20,2,0.034,1.237763,6.788855,0.034
125,2,01-20,20,01-20,2,0.078,6.260049,3.921464,0.078
125,2,01-20,01,01-20,2,0.922,-6.496231,7.645361,0.922
126,1,01,01,01,1,1,-1.825591,4.25368,1
127,2,01-20,01,01-20,2,0.912,-6.271026,7.611356,0.912
127,2,01-20,20,01-20,2,0.088,6.207066,2.367842,0.088
128,2,01-20,20,01-20,2,0.188,5.18313,-1.073366,0.188
128,2,01-20,01,01-20,2,0.812,-7.762975,4.139307,0.812
129,2,01-20,20,01-20,2,0.441,5.675432,0.412892,0.441
129,2,01-20,01,01-20,2,0.559,-3.599325,5.087822,0.559
130,2,11-20,20,11-20,2,0.945,7.115334,-1.448542,0.945
130,2,11-20,11,11-20,2,0.055,2.124924,4.674925,0.055
131,2,01-20,01,01-20,2,0.619,-3.695876,5.592835,0.619
131,2,01-20,20,01-20,2,0.381,7.280304,-0.10603,0.381
132,2,01-20,20,01-11-20,2,0.482,5.182094,3.128627,0.482
132,2,01-20,01,01-11-20,2,0.518,-6.160934,6.768727,0.518
133,1,01,01,01-20,1,1,-9.268203,7.540784,1
134,2,01-20,01,01-20,2,0.061,-3.997778,6.690455,0.061
134,2,01-20,20,01-20,2,0.939,6.47521,0.958504,0.939
135,2,01-20,01,01-20,2,0.649,-3.216487,6.638872,0.649
135,2,01-20,20,01-20,2,0.351,6.650504,3.846649,0.351
136,2,01-20,01,01-20,2,0.426,-2.535127,4.155616,0.426
136,2,01-20,20,01-20,2,0.574,6.975051,0.993265,0.574
137,2,01-20,01,01-20,2,0.516,-3.494916,6.842779,0.516
137,2,01-20,20,01-20,2,0.484,7.269429,0.878419,0.484
138,2,01-20,20,01-20,2,0.733,8.073065,-1.750093,0.733
138,2,01-20,01,01-20,2,0.267,-4.112875,4.377226,0.267
139,2,01-20,20,01-20,2,0.117,6.680642,2.397422,0.117
139,2,01-20,01,01-20,2,0.883,-6.245283,7.394209,0.883
140,1,20,20,01-20,1,1,7.054001,0.165996,1
141,2,01-20,20,01-20,2,0.066,4.347123,1.626866,0.066
141,2,01-20,01,01-20,2,0.934,-7.466872,8.001869,0.934
142,2,01-20,20,01-20,2,0.451,6.376582,0.518521,0.451
142,2,01-20,01,01-20,2,0.549,-3.987877,6.757548,0.549
143,1,21,21,11-21,1,1,5.589649,8.357028,1
144,2,01-20,20,01-20,2,0.327,5.903509,1.883699,0.327
144,2,01-20,01,01-20,2,0.673,-4.342974,6.695805,0.673
145,2,01-21,01,01,2,0.724,-3.376954,6.74948,0.724
145,2,01-21,21,01,2,0.276,5.902008,2.383225,0.276
146,2,01-20,01,01-20,2,0.751,-8.223628,7.206369,0.751
146,2,01-20,20,01-20,2,0.249,4.79707,3.766677,0.249
147,2,01-20,01,01-20,2,0.461,-2.876216,6.753535,0.461
147,2,01-20,20,01-20,2,0.539,6.838554,1.3654250000000001,0.539
148,2,01-20,20,01-20,2,0.324,6.346965,0.339049,0.324
148,2,01-20,01,01-20,2,0.676,-4.724841,6.488889,0.676
149,3,01-10-20,01,01-10-20,3,0.55,-4.807355,5.386813,0.55
149,3,01-10-20,20,01-10-20,3,0.426,6.289444,0.10732,0.426
149,3,01-10-20,10,01-10-20,3,0.024,1.109343,1.166199,0.024
150,2,01-20,20,01-20,2,0.1,2.810085,0.759686,0.1
150,2,01-20,01,01-20,2,0.9,-7.944218,5.078182,0.9
151,3,01-11-20,01,01-11-20,3,0.071,-0.680642,5.521977,0.071
151,3,01-11-20,20,01-11-20,3,0.893,7.744093,-1.003234,0.893
151,3,01-11-20,11,01-11-20,3,0.036,2.194097,5.391768,0.036
152,2,01-20,20,01-20,2,0.404,6.808409,0.888844,0.404
152,2,01-20,01,01-20,2,0.596,-3.941689,7.060491,0.596
153,2,01-20,01,01-20,2,0.715,-4.865982,4.981116,0.715
153,2,01-20,20,01-20,2,0.285,5.306583,0.191529,0.285
154,3,01-10-20,01,01-10-20,3,0.484,-4.863967,7.148838,0.484
154,3,01-10-20,20,01-10-20,3,0.408,6.810485,0.559571,0.408
154,3,01-10-20,10,01-10-20,3,0.108,1.271205,0.573996,0.108
155,2,01-20,01,01-20,2,0.156,-2.004186,6.495877,0.156
155,2,01-20,20,01-20,2,0.844,6.711646,0.294638,0.844
156,2,01-20,20,01-20,2,0.576,6.806858,3.559591,0.576
156,2,01-20,01,01-20,2,0.424,-2.754201,6.722617,0.424
157,2,01-20,20,01-10-20,2,0.348,6.066927,2.339046,0.348
157,2,01-20,01,01-10-20,2,0.652,-5.838394,7.646885,0.652
158,2,01-20,01,01-20,2,0.881,-6.741054,6.295731,0.881
158,2,01-20,20,01-20,2,0.119,4.149972,1.470528,0.119
159,2,01-21,21,01-21,2,0.62,1.489892,4.955738,0.62
159,2,01-21,01,01-21,2,0.38,-4.489349,6.526006,0.38
160,2,01-20,20,01-20,2,0.062,3.666787,1.007903,0.062
160,2,01-20,01,01-20,2,0.938,-4.499964,7.304695,0.938
161,1,20,20,20,1,1,8.07051,-1.122386,1
162,2,01-20,01,01-20,2,0.933,-8.228414,6.927262,0.933
162,2,01-20,20,01-20,2,0.067,3.690442,1.319244,0.067
163,3,01-20-21,21,01-20,3,0.141,0.623179,5.417105,0.141
163,3,01-20-21,20,01-20,3,0.812,7.212887,0.869171,0.812
163,3,01-20-21,01,01-20,3,0.047,-4.317467,6.407407,0.047
164,2,01-20,20,01-10-20,2,0.499,6.131057,-0.956801,0.499
164,2,01-20,01,01-10-20,2,0.501,-4.266316,3.885413,0.501
165,2,01-21,21,01-21,2,0.573,2.460001,1.410064,0.573
165,2,01-21,01,01-21,2,0.427,-4.046187,6.348392,0.427
166,1,01,01,01,1,1,-7.062012,8.190844,1
167,3,01-10-20,10,01-10-20,3,0.456,0.585818,1.205499,0.456
167,3,01-10-20,20,01-10-20,3,0.383,6.755276,1.205498,0.383
167,3,01-10-20,01,01-10-20,3,0.161,-4.731181,6.848121,0.161
168,2,01-20,01,01-20,2,0.919,-6.146812,6.880073,0.919
168,2,01-20,20,01-20,2,0.081,4.774888,2.656603,0.081
169,1,20,20,10-20,1,1,8.19497,-0.925066,1
170,2,01-20,20,01-20,2,0.366,6.222159,2.789268,0.366
170,2,01-20,01,01-20,2,0.634,-6.449952,7.522587,0.634
171,2,00-20,00,00-20,2,0.707,-1.087437,2.517646,0.707
171,2,00-20,20,00-20,2,0.293,5.329592,-2.030222,0.293
172,1,01,01,01-21,1,1,-3.551314,8.666339,1
173,2,01-20,20,01-20,2,0.302,6.716419,0.325748,0.302
173,2,01-20,01,01-20,2,0.698,-5.10178,6.342828,0.698
174,2,01-20,01,01-20,2,0.416,-1.888203,7.420352,0.416
174,2,01-20,20,01-20,2,0.584,6.261398,1.170071,0.584
175,2,01-20,20,01-20,2,0.561,6.778614,0.485098,0.561
175,2,01-20,01,01-20,2,0.439,-3.259651,6.65006,0.439
176,2,01-20,20,01-20,2,0.075,3.729872,1.743789,0.075
